"","999
051","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
076","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
084","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","6","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"PHM SCI
718","Dept. Total","1590","3.332","35.5","18.9","25.7","6.4","5.4","0.6","0.1","2.6","",".","4.3","",".","0.2","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","3.250","50.0",".",".","50.0",".",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","113","3.382","31.9","31.9","25.7","5.3","2.7","0.9","0.9",".","",".",".","",".",".","0.9",".",".","."
"Senior","","133","3.377","40.6","18.8","26.3","6.0","4.5","2.3",".","0.8","",".",".","",".",".","0.8",".",".","."
"Undergraduates","","248","3.378","36.7","24.6","25.8","6.0","3.6","1.6","0.4","0.4","",".",".","",".",".","0.8",".",".","."
"Special","","2","3.500","50.0",".","50.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","153","3.820","22.2","6.5","0.7",".",".",".",".","25.5","",".","43.1","",".","2.0",".",".",".","."
"Prof Yr 1","","268","3.188","32.5","12.7","31.3","7.5","13.4","1.5",".","0.4","",".",".","",".",".","0.7",".",".","."
"Prof Yr 2","","530","3.247","28.5","18.1","37.9","7.9","6.6","0.4",".",".","",".","0.6","",".",".",".",".",".","."
"Prof Yr 3","","389","3.598","51.7","25.7","14.9","6.2","1.5",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","1187","3.309","37.0","19.4","28.9","7.2","6.5","0.5",".","0.1","",".","0.3","",".",".","0.2",".",".","."
"","Dept. Total","1590","3.332","35.5","18.9","25.7","6.4","5.4","0.6","0.1","2.6","",".","4.3","",".","0.2","0.3",".",".","."
