"","999
005","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
019","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
020","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Research Prob","Course Total","4","***","","","","","","","","","","","","","","","","",""
"JOURN
512","Dept. Total","1490","3.518","45.5","22.3","17.5","3.5","2.8","0.6","0.3","2.6","0.1","2.9","",".","1.2","0.7",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","99","3.242","19.2","31.3","30.3","10.1","8.1",".",".",".",".",".","",".",".","1.0",".",".","."
"Sophomore","","262","3.384","36.3","26.7","26.7","3.1","4.2","1.9","0.8",".",".",".","",".",".","0.4",".",".","."
"Junior","","376","3.418","43.4","21.8","25.0","4.5","3.2","1.1","0.3",".",".","0.5","",".",".",".",".","0.3","."
"Senior","","581","3.660","55.9","23.2","10.7","2.6","1.7",".",".","0.5","0.2","2.4","",".","2.1","0.7",".",".","."
"Undergraduates","","1318","3.500","45.7","24.1","19.4","3.8","3.1","0.7","0.2","0.2","0.1","1.2","",".","0.9","0.5",".","0.1","."
"Special","","13","3.838","53.8","23.1",".",".",".",".",".","23.1",".",".","",".",".",".",".",".","."
"Graduate","","157","3.799","43.3","7.0","3.2","1.3","0.6",".","0.6","19.7","0.6","17.2","",".","3.8","2.5",".",".","."
"Prof Yr 3","","2","4.000","50.0",".",".",".",".",".",".","50.0",".",".","",".",".",".",".",".","."
"Professionals","","2","4.000","50.0",".",".",".",".",".",".","50.0",".",".","",".",".",".",".",".","."
"","Dept. Total","1490","3.518","45.5","22.3","17.5","3.5","2.8","0.6","0.3","2.6","0.1","2.9","",".","1.2","0.7",".","0.1","."
