"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Research","Course Total","63","",".",".",".",".",".",".",".","77.8",".",".",".","22.2",".",".",".","."
"PSYCH
820","Dept. Total","4195","3.033","31.3","17.1","15.6","13.2","13.9","4.4","1.4","1.4",".",".",".","1.1","0.4","0.0","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","828","2.660","14.6","16.2","13.8","23.7","20.2","10.0","1.6",".",".",".",".",".",".",".",".","."
"Sophomore","","848","2.844","20.0","17.2","17.8","18.4","19.6","5.2","1.7","0.1",".",".",".",".",".",".",".","."
"Junior","","958","3.001","29.6","18.6","17.6","12.1","15.9","4.0","2.0","0.1",".",".",".",".","0.1",".",".","."
"Senior","","1239","3.372","46.7","18.2","16.5","6.6","7.0","1.2","1.1","0.2",".",".",".","1.9","0.3","0.1",".","."
"Undergraduates","","3873","3.011","29.8","17.7","16.5","14.2","14.8","4.6","1.5","0.1",".",".",".","0.6","0.1","0.0",".","."
"Special","","42","2.934","28.6","19.0","4.8","4.8","19.0","9.5",".","11.9",".",".",".",".",".","2.4",".","."
"Graduate","","278","3.761","52.9","9.0","5.4",".","0.7",".",".","18.0",".",".",".","8.6","4.3",".","1.1","."
"Prof Yr 1","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","3","3.786","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","4196","3.033","31.3","17.1","15.6","13.2","13.9","4.4","1.4","1.4",".",".",".","1.1","0.4","0.0","0.1","."
