"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","",""
"305
Introduction to the City","001","13","3.292","15.4","46.2","15.4","7.7","7.7",".",".",".",".",".",".",".",".",".",".","7.7"
"306
The Real Estate Process","001","6","2.750",".","33.3","33.3","16.7",".","16.7",".",".",".",".",".",".",".",".",".","."
"420
Urban & Regional Economics","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"506
Hist Geog-European Urbanztn","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"590","001","20","3.778","55.0","30.0","5.0",".",".",".",".","5.0",".",".",".",".","5.0",".",".","."
"590","002","14","4.000","92.9",".",".",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"Contemp Topics-Urb & Reg Pl","Course Total","34","3.865","70.6","17.6","2.9",".",".",".",".","5.9",".",".",".",".","2.9",".",".","."
"617
Community Development","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"622
Apps of GIS in Planning","001","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"671
Energy Economics","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","2","***","","","","","","","","","","","","","","","",""
"721
Methods-Planning Analysis","001","27","3.537","29.6","51.9","14.8","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"734
Regional Econ Prob Analysis","001","18","3.167","5.6","33.3","50.0","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"741
Introduction to Planning","001","26","3.558","34.6","46.2","15.4","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"809
Intro-Energy Analysis & Policy","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"843
Land Use Policy & Planning","001","13","3.545","30.8","30.8","23.1",".",".",".",".","15.4",".",".",".",".",".",".",".","."
"912
Planning Workshop","001","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920
Regional Design Workshop","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","4","***","","","","","","","","","","","","","","","",""
"999","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","018","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","Course Total","9","3.789","77.8","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
