"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","43","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","160
001","13","3.654","61.5","15.4","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","160
002","20","3.553","45.0","30.0","10.0","5.0","5.0",".",".",".",".",".",".",".","5.0",".",".","."
"","160
003","17","3.500","41.2","35.3","11.8","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"Architectural Graphics","Course Total","50","3.561","48.0","28.0","12.0","6.0","4.0",".",".",".",".",".",".",".","2.0",".",".","."
"","170
001","19","3.105","31.6","31.6","15.8","10.5",".",".","10.5",".",".",".",".",".",".",".",".","."
"","170
002","25","3.420","44.0","28.0","20.0",".","4.0",".","4.0",".",".",".",".",".",".",".",".","."
"","170
003","24","3.283","37.5","29.2","4.2","16.7","4.2",".","4.2",".",".",".",".",".","4.2",".",".","."
"","170
004","21","3.310","38.1","33.3","9.5","9.5","4.8",".","4.8",".",".",".",".",".",".",".",".","."
"Civil Engineering Graphics","Course Total","89","3.290","38.2","30.3","12.4","9.0","3.4",".","5.6",".",".",".",".",".","1.1",".",".","."
"Intro Engineering Graphics","231
001","172","3.137","23.8","25.6","26.7","12.2","7.6","1.2","2.3",".",".",".",".",".","0.6",".",".","."
"","240
001","39","2.654","10.3","17.9","12.8","30.8","20.5","5.1","2.6",".",".",".",".",".",".",".",".","."
"","240
002","35","2.571","11.4","17.1","20.0","17.1","20.0","8.6","5.7",".",".",".",".",".",".",".",".","."
"","240
003","63","2.770","20.6","12.7","25.4","7.9","22.2","9.5","1.6",".",".",".",".",".",".",".",".","."
"Dynamics","Course Total","137","2.686","15.3","15.3","20.4","16.8","21.2","8.0","2.9",".",".",".",".",".",".",".",".","."
"Undergrad Mech Engr Project","291
050","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"Independent Study","299
050","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","306
001","54","2.583","25.9","7.4","22.2","5.6","20.4","7.4","11.1",".",".",".",".",".",".",".",".","."
"","002
306","65","2.715","20.0","9.2","16.9","16.9","30.8","4.6","1.5",".",".",".",".",".",".",".",".","."
"Mechanics of Materials","Course Total","119","2.655","22.7","8.4","19.3","11.8","26.1","5.9","5.9",".",".",".",".",".",".",".",".","."
"","307
001","10","2.900",".","40.0","30.0",".","30.0",".",".",".",".",".",".",".",".",".",".","."
"","307
002","11","2.727","9.1","18.2","18.2","36.4","9.1","9.1",".",".",".",".",".",".",".",".",".","."
"","307
003","8","2.688",".",".","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"","307
004","13","3.192","23.1","38.5","23.1",".","7.7","7.7",".",".",".",".",".",".",".",".",".","."
"","307
006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","307
007","11","3.545","27.3","63.6",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","307
008","10","3.050",".","40.0","30.0","30.0",".",".",".",".",".",".",".",".",".",".",".","."
"","307
009","8","3.000","12.5","25.0","37.5",".","25.0",".",".",".",".",".",".",".",".",".",".","."
"","307
010","12","2.833","16.7","8.3","25.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".","."
"","307
011","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","307
012","11","3.455","18.2","54.5","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","013
307","7","3.214","14.3","28.6","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials Lab","Course Total","109","3.096","14.7","31.2","28.4","13.8","10.1","1.8",".",".",".",".",".",".",".",".",".","."
"","313
001","47","3.213","12.8","34.0","36.2","17.0",".",".",".",".",".",".",".",".",".",".",".","."
"","313
002","44","3.170","20.5","27.3","27.3","20.5","2.3","2.3",".",".",".",".",".",".",".",".",".","."
"Manufacturing Processes","Course Total","91","3.192","16.5","30.8","31.9","18.7","1.1","1.1",".",".",".",".",".",".",".",".",".","."
"","314
001","42","3.107","4.8","40.5","28.6","23.8","2.4",".",".",".",".",".",".",".",".",".",".","."
"","314
002","36","3.167","11.1","36.1","36.1","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"Manufacturing Fundamentals","Course Total","78","3.135","7.7","38.5","32.1","16.7","5.1",".",".",".",".",".",".",".",".",".",".","."
"Geom Modeling-Engr Applcatn","331
001","85","2.857","11.8","17.6","34.1","17.6","11.8","3.5","2.4",".",".",".",".",".","1.2",".",".","."
"","340
001","31","2.516","29.0","9.7","12.9","9.7","12.9","12.9","12.9",".",".",".",".",".",".",".",".","."
"","002
340","55","3.287","32.7","27.3","14.5","10.9","12.7",".",".",".",".",".",".",".","1.8",".",".","."
"Intro to Dynamic Systems","Course Total","86","3.006","31.4","20.9","14.0","10.5","12.8","4.7","4.7",".",".",".",".",".","1.2",".",".","."
"","001
342","32","2.891","15.6","18.8","21.9","21.9","18.8","3.1",".",".",".",".",".",".",".",".",".","."
"February 03, 2012","","","","","","","","","","","","","","","","","","Page 132 of 410",""
