"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"Advanced Violin","","Course Total","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Viola","433","004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Cello","435","026","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced String Bass","437","066","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Harp","439","077","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fourth Year Composition","447","027","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Jazz Composition&Arranging","457","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","499","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","499","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","499","050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","499","090","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Recital","","Course Total","4","***","","","","","","","","","","","","","","","",""
"","501","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","501","029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","501","047","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Piano","","Course Total","4","***","","","","","","","","","","","","","","","",""
"Masters Level-Organ","503","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","505","006","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","505","045","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","505","061","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Voice","","Course Total","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Masters Level-Oboe","509","059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Saxophone","513","050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Bassoon","515","032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Horn","517","020","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Trumpet","519","063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Trombone","521","089","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Tuba","525","035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Percussion","527","033","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","531","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","531","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Violin","","Course Total","2","***","","","","","","","","","","","","","","","",""
"","532","022","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","532","040","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Conducting","","Course Total","4","***","","","","","","","","","","","","","","","",""
"Masters Level-Viola","533","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Cello","535","026","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level-Guitar","540","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Accompanying","542","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Level Composition","547","027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Basic Bassoon","55","032","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Flute","7","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"February 03, 2012","","","","","","","","","","","","","","","","","","","Page 273 of 410",""
