"","530
001","3","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","530
002","3","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"Topics in Folklore","Course Total","6","3.500","50.0",".","50.0",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Independ Stdy-Folklore Grad","699
003","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"FOLKLORE
380","Dept. Total","271","3.390","42.8","24.0","18.1","4.4","5.2","0.7","2.2","2.2","0.4",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","78","3.533","47.4","29.5","10.3","6.4","3.8","1.3",".",".","1.3",".","",".","",".","",".",".",".","."
"Sophomore","","33","3.086","39.4","18.2","21.2","3.0","9.1","3.0","6.1",".",".",".","",".","",".","",".",".",".","."
"Junior","","35","3.045","34.3","14.3","25.7","8.6","11.4",".","5.7",".",".",".","",".","",".","",".",".",".","."
"Senior","","117","3.463","43.6","26.5","21.4","2.6","3.4",".","1.7","0.9",".",".","",".","",".","",".",".",".","."
"Undergraduates","","263","3.383","43.0","24.7","18.6","4.6","5.3","0.8","2.3","0.4","0.4",".","",".","",".","",".",".",".","."
"Special","","5","",".",".",".",".",".",".",".","100.0",".",".","",".","",".","",".",".",".","."
"Graduate","","3","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"","Dept. Total","271","3.390","42.8","24.0","18.1","4.4","5.2","0.7","2.2","2.2","0.4",".","",".","",".","",".",".",".","."
