"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Hum Sexuality-Soc,Psych Iss","160
001","22","2.818","9.1","27.3","13.6","27.3","18.2","4.5",".",".",".",".",".",".",".",".",".","."
"Introduction to Psychology","201
001","13","2.731","7.7","23.1",".","46.2","23.1",".",".",".",".",".",".",".",".",".",".","."
"","202
001","278","2.725","16.9","19.4","9.0","25.2","18.0","9.0","1.8","0.7",".",".",".",".",".",".",".","."
"","202
002","178","2.497","14.0","10.1","19.7","10.1","31.5","9.6","4.5",".",".",".",".",".",".","0.6",".","."
"","003
202","286","2.782","15.7","17.8","13.6","27.6","18.5","4.9","1.4","0.3",".",".",".",".",".",".",".","."
"","004
202","257","2.772","18.7","16.7","12.8","23.3","19.5","8.2","0.8",".",".",".",".",".",".",".",".","."
"","005
202","335","2.754","16.4","19.1","11.3","26.9","15.8","9.3","0.9",".",".",".",".",".","0.3",".",".","."
"Introduction to Psychology","Course Total","1334","2.723","16.5","17.2","12.7","23.8","19.6","8.1","1.6","0.2",".",".",".",".","0.1","0.1",".","."
"","210
001","71","2.458","7.0","14.1","23.9","9.9","31.0","9.9","4.2",".",".",".",".",".",".",".",".","."
"","210
002","72","2.722","18.1","5.6","29.2","11.1","31.9","1.4","2.8",".",".",".",".",".",".",".",".","."
"","210
004","74","2.642","16.2","5.4","24.3","14.9","32.4","5.4","1.4",".",".",".",".",".",".",".",".","."
"","210
005","71","2.563","15.5","7.0","25.4","9.9","29.6","9.9","2.8",".",".",".",".",".",".",".",".","."
"Basic Stats for Psychology","Course Total","288","2.597","14.2","8.0","25.7","11.5","31.3","6.6","2.8",".",".",".",".",".",".",".",".","."
"","211
001","19","3.368","31.6","31.6","26.3",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"","211
003","18","3.611","50.0","27.8","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Freshman Seminar in","Course Total","37","3.486","40.5","29.7","21.6","2.7","5.4",".",".",".",".",".",".",".",".",".",".","."
"","225
001","45","2.744","11.1","22.2","31.1","11.1","13.3","4.4","6.7",".",".",".",".",".",".",".",".","."
"","225
002","46","2.837","15.2","21.7","32.6","6.5","15.2","2.2","6.5",".",".",".",".",".",".",".",".","."
"","003
225","46","3.065","13.0","28.3","37.0","10.9","8.7",".","2.2",".",".",".",".",".",".",".",".","."
"","225
004","47","2.894","12.8","25.5","29.8","12.8","12.8","2.1","4.3",".",".",".",".",".",".",".",".","."
"Experimental Psychology","Course Total","184","2.886","13.0","24.5","32.6","10.3","12.5","2.2","4.9",".",".",".",".",".",".",".",".","."
"Introduction-Human Factors","349
001","9","3.333","44.4",".","44.4",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","386
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
002","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
003","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Psych for Honors","Course Total","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
033","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
062","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Service Learning in Psychology","Course Total","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
001","181","3.289","33.1","29.3","17.1","10.5","6.6","1.1","1.7","0.6",".",".",".",".",".",".",".","."
"","408
002","11","3.818","72.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psych of Human Emotions","Course Total","192","3.319","35.4","28.6","16.7","9.9","6.3","1.0","1.6","0.5",".",".",".",".",".",".",".","."
"Intermed Stats for Psychology","410
001","23","3.804","69.6","21.7","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
001","22","3.977","95.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
002","25","3.440","24.0","44.0","28.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","411
003","25","3.500","36.0","36.0","20.0","8.0",".",".",".",".",".",".",".",".",".",".",".","."
"","004
411","23","3.391","30.4","21.7","43.5","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","411
005","26","3.688","34.6","57.7",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"","411
006","22","3.841","68.2","31.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
411","16","3.469","56.3","25.0","6.3","6.3",".",".","6.3",".",".",".",".",".",".",".",".","."
"","411
008","25","3.720","60.0","24.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
009","25","3.760","88.0","4.0",".","4.0",".",".","4.0",".",".",".",".",".",".",".",".","."
