"","999
012","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
013","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
033","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
041","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Study","Course Total","6","3.679","50.0","16.7","16.7",".",".",".",".",".",".",".","",".",".","16.7",".",".","."
"DS
359","Dept. Total","630","3.484","43.3","25.7","17.9","5.4","1.7","2.2","0.2","1.3","0.2",".","",".","0.3","1.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","72","3.547","38.9","36.1","20.8","4.2",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","93","3.338","35.5","23.7","29.0","6.5","1.1","3.2",".",".",".",".","",".",".","1.1",".",".","."
"Junior","","142","3.383","39.4","27.5","16.9","8.5","3.5","3.5",".",".",".",".","",".",".","0.7",".",".","."
"Senior","","270","3.540","48.1","25.9","14.4","4.8","1.9","1.9","0.4",".",".",".","",".",".","2.6",".",".","."
"Undergraduates","","577","3.471","42.8","27.2","18.2","5.9","1.9","2.3","0.2",".",".",".","",".",".","1.6",".",".","."
"Special","","10","3.308","40.0","20.0","20.0",".",".","10.0",".","10.0",".",".","",".",".",".",".",".","."
"Graduate","","43","3.771","51.2","7.0","14.0",".",".",".",".","16.3","2.3",".","",".","4.7","4.7",".",".","."
"","Dept. Total","630","3.484","43.3","25.7","17.9","5.4","1.7","2.2","0.2","1.3","0.2",".","",".","0.3","1.7",".",".","."
