"","990
036","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
061","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","26","",".",".",".",".",".",".",".","57.7",".",".",".","34.6","7.7",".",".","."
"AN SCI
604","Dept. Total","494","3.213","40.3","14.6","19.4","5.3","9.7","3.4","0.4","3.6",".",".",".","1.8","0.8",".","0.4","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","69","2.948","18.8","14.5","36.2","4.3","23.2","2.9",".",".",".",".",".",".",".",".",".","."
"Sophomore","","88","2.960","22.7","20.5","21.6","9.1","18.2","5.7","1.1",".",".",".",".",".",".",".",".","1.1"
"Junior","","109","3.242","43.1","13.8","22.0","8.3","8.3","4.6",".",".",".",".",".",".",".",".",".","."
"Senior","","144","3.468","59.0","16.0","11.8","2.8","4.9","3.5","0.7",".",".",".",".",".","1.4",".",".","."
"Undergraduates","","410","3.187","40.2","16.1","20.7","5.9","11.7","4.1","0.5",".",".",".",".",".","0.5",".",".","0.2"
"Special","","9","3.421","33.3","11.1","11.1","11.1",".",".",".","11.1",".",".",".",".",".",".","22.2","."
"Graduate","","75","3.564","41.3","6.7","13.3","1.3",".",".",".","22.7",".",".",".","12.0","2.7",".",".","."
"","Dept. Total","494","3.213","40.3","14.6","19.4","5.3","9.7","3.4","0.4","3.6",".",".",".","1.8","0.8",".","0.4","0.2"
