"CHEMICAL & BIOLOGICAL ENGR Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","",""
"599","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"599","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"599","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"599","016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"599","018","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"599","021","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"599","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"599","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","38","3.936","84.2","10.5",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"660
Intmed Problems in ChE","001","","25","3.400","20.0","48.0","24.0","8.0",".",".",".",".",".",".",".",".",".",".",".","."
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Independent Studies","Course Total","","3","***","","","","","","","","","","","","","","","",""
"702
Grad Cooperative Educ Program","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"710
Adv ChE Thermodynamic","001","","20","3.400","25.0","30.0","45.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"720
Physicochem Hydrodynamics","001","","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"735
Kinetics and Catalysis","001","","24","3.542","37.5","41.7","12.5","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"790","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","Course Total","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"890","001","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"890","002","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"890","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","009","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"890","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","013","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","016","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","018","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"890","019","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","022","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Dissertator's Research","Course Total","","65","",".",".",".",".",".",".",".","98.5",".",".",".","1.5",".",".",".","."
"915
Computn&Informatcs in Biol&Med","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
