"EGR","","","","","","","","","","","","","","","","","","","","",""
"INDUSTRIAL & SYSTEMS ENGR","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","",""
"I SY E
490","Dept. Total","915","3.518","44.2","22.7","15.0","6.0","3.7","0.5","",".","4.7","0.1","0.2","",".","2.0","0.7","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","5","2.600","20.0",".","20.0",".","60.0",".","",".",".",".",".","",".",".",".",".",".","."
"Junior","","135","3.325","37.8","20.0","20.7","14.8","5.9","0.7","",".",".",".",".","",".",".",".",".",".","."
"Senior","","465","3.481","44.9","26.5","16.3","6.2","4.7","0.9","",".",".",".",".","",".",".","0.4",".",".","."
"Undergraduates","","605","3.439","43.1","24.8","17.4","8.1","5.5","0.8","",".",".",".",".","",".",".","0.3",".",".","."
"Special","","18","3.520","38.9","27.8","22.2","5.6",".",".","",".",".",".",".","",".",".",".","5.6",".","."
"Graduate","","292","3.716","46.6","18.2","9.6","1.7","0.3",".","",".","14.7","0.3","0.7","",".","6.2","1.4",".","0.3","."
"","Dept. Total","915","3.518","44.2","22.7","15.0","6.0","3.7","0.5","",".","4.7","0.1","0.2","",".","2.0","0.7","0.1","0.1","."
