"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Law Review","899
001","77","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","904
001","10","1.300","10.0",".","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","904
002","15","1.200","6.7",".","26.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","Course Total","25","1.247","8.0",".","28.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"Securities Regulation","914
001","37","0.879","13.5",".","8.1",".",".",".",".","10.8",".",".",".",".",".",".",".","."
"","915
001","13","0.700",".",".","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","915
002","19","",".",".",".",".",".",".",".","78.9",".",".",".",".",".",".",".","21.1"
"","915
003","7","1.000","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs-Criminal Justice Adm","Course Total","39","0.795","2.6",".","10.3",".",".",".",".","38.5",".",".",".",".",".",".",".","10.3"
"","918
000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","918
001","25","2.080","16.0",".","48.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","918
002","10","1.900","20.0","20.0",".",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"Problems: Intl Law Seminar","Course Total","36","1.936","16.7","5.6","33.3",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"Probs-Jurisprudence Seminar","922
001","14","0.929","7.1",".","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Problems: Tort Law Seminar","926
001","8","0.875","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Problems- Land Law Seminar","928
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Problems of Adm Law-Seminar","932
001","15","0.733","13.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Health Law & Admin Seminar","935
001","31","1.114","9.7",".","22.6",".",".",".",".","6.5",".",".",".",".",".",".",".","."
"","940
001","11","1.000","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
003","24","1.625","16.7",".","29.2",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","940
004","11","1.955","18.2","9.1","18.2",".","18.2",".",".",".",".",".",".",".",".",".",".","."
"","940
005","29","1.759","27.6",".","17.2",".","6.9",".",".",".",".",".",".",".",".",".",".","."
"","940
006","10","1.400","20.0",".",".",".","30.0",".",".",".",".",".",".",".",".",".",".","."
"","940
007","36","1.250","8.3",".","30.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
940","19","1.000","5.3",".","21.1",".","5.3",".",".","5.3",".",".",".",".",".",".",".","."
"","940
009","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","940
010","13","1.385","23.1",".","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
022","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
030","10","1.100","20.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
031","10","0.900",".",".","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
032","10","2.000","20.0",".","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","200","1.511","17.0","0.5","20.0",".","4.5",".",".","6.5",".",".",".",".",".",".",".","."
"European Union Law","942
001","14","0.583",".",".","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","943
001","6","1.833","33.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","943
002","8","2.000","12.5",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Problems-Legislation Smr","Course Total","14","1.912","21.4",".","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","950
001","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
005","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
006","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Lawyering Skills Course","Course Total","29","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Problems:Bus Org-Seminar","953
001","10","1.800","30.0",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Estate Planning","957
001","8","1.375","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
