"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","",""
"701","003","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"701","029","4","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"701","047","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Piano","Course Total","7","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"705","045","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"705","061","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Voice","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","",""
"707
Doctoral Level-Flute","010","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"711
Doctoral Level-Clarinet","005","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"717
Doctoral Level-Horn","020","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"719
Doctoral Level-Trumpet","063","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"721
Doctoral Level-Trombone","089","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"725
Doctoral Level Tuba","035","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"727
Doctoral Level Percussion","033","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"731","009","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"731","025","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"731","083","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level-Violin","Course Total","8","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"732","038","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"732","040","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level Conducting","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","",""
"733
Doctoral Level-Viola","004","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"735
Doctoral Level-Cello","026","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"742
Doc Lev Priv Instr-Accompanyng","001","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"747","027","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"747","046","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Level Composition","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","",""
"76
Basic Guitar","011","4","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"79
Basic Harp","077","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","004","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","020","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","025","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","026","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","047","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","062","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","090","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","091","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Masters Recital","Course Total","8","4.000","87.5","",".","",".",".","",".","",".","",".","",".",".",".",".",".","12.5",".",".","."
"999","003","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","004","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","005","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","006","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","009","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
