"AFRICAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","",""
"990
020","1","***","","","","","","","","","",".",".",".","",".",".",".","."
"Course Total
Thesis","6","",".",".",".",".",".",".",".","100.0",".",".",".","",".",".",".",".","."
"999
009","1","***","","","","","","","","","",".",".",".","",".",".",".","."
"999
011","1","***","","","","","","","","","",".",".",".","",".",".",".","."
"999
019","2","***","","","","","","","","","",".",".",".","",".",".",".","."
"Course Total
Indep Reading & Research","4","***","","","","","","","","","","","","","","","","",""
"AFRICAN
Dept. Total
104","722","3.384","40.4","20.9","16.2","10.7","4.8","1.4","1.7","2.6",".",".",".","",".","0.8","0.4",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","172","3.442","45.9","18.6","17.4","8.7","5.8","2.3","0.6","0.6",".",".",".","",".",".",".",".","."
"Sophomore","173","3.271","32.9","22.0","20.8","14.5","6.4","0.6","2.3",".",".",".",".","",".",".","0.6",".","."
"Junior","156","3.322","40.4","19.9","16.7","12.2","4.5","2.6","2.6","0.6",".",".",".","",".",".","0.6",".","."
"Senior","150","3.354","34.7","27.3","15.3","12.0","4.0","0.7","2.0","2.0",".",".",".","",".","2.0",".",".","."
"Undergraduates","651","3.348","38.6","21.8","17.7","11.8","5.2","1.5","1.8","0.8",".",".",".","",".","0.5","0.3",".","."
"Special","10","3.574","40.0","20.0","10.0",".","10.0",".",".","10.0",".",".",".","",".",".","10.0",".","."
"Graduate","60","3.900","60.0","11.7","1.7",".",".",".",".","21.7",".",".",".","",".","5.0",".",".","."
"Prof Yr 3","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Professionals","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Dept. Total","722","3.384","40.4","20.9","16.2","10.7","4.8","1.4","1.7","2.6",".",".",".","",".","0.8","0.4",".","."
