"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"699","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","048","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","073","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","082","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","089","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","69","3.924","91.3","2.9","1.4",".","1.4",".",".",".",".",".",".",".","1.4",".","1.4","."
"713
Inorg&Organometal Chemistry","001","","13","3.645","61.5","15.4","7.7","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"714
Organometal-Transitn Elemts","001","","14","3.553","42.9","14.3","35.7",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"777
Physical Chemistry of Surfaces","001","","19","3.830","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"843
Advanced Organic Chemistry","001","","19","3.368","36.8","5.3","52.6","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"860
Topics-Physical Chemistry","001","","21","3.689","47.6","38.1","9.5",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"872
Topic-Macromoleculr/Biophys","001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"901
Smr-Teaching of Chemistry","002","","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"915","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"915","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Struct&Bond-Inorg Compounds","Course Total","","2","***","","","","","","","","","","","","","","","",""
"923","007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"923","041","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"923","157","","9","4.000","11.1",".",".",".",".",".",".","88.9",".",".",".",".",".",".",".","."
"Spctroscpy&Spectrochem Anal","Course Total","","17","4.000","52.9",".",".",".",".",".",".","47.1",".",".",".",".",".",".",".","."
"942
Smr-Physical Organic Chem","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","031","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar: Molecular Dynamics","Course Total","","5","***","","","","","","","","","","","","","","","",""
"990","001","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
