"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"100","001","","18","3.306","16.7","38.9","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"100","002","","17","3.706","47.1","47.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","003","","19","3.474","21.1","63.2","10.5",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"100","004","","16","3.063","18.8","12.5","50.0","12.5",".","6.3",".",".",".",".",".",".",".",".",".","."
"100","005","","19","3.289","68.4","15.8",".",".",".",".","15.8",".",".",".",".",".",".",".",".","."
"100","006","","18","3.500","33.3","55.6","5.6",".",".","5.6",".",".",".",".",".",".",".",".",".","."
"100","009","","19","3.842","78.9","10.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","010","","19","3.474","31.6","42.1","15.8","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"100","011","","19","3.421","52.6","15.8","21.1","5.3",".",".","5.3",".",".",".",".",".",".",".",".","."
"100","012","","18","3.556","44.4","33.3","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"100","013","","18","3.611","38.9","44.4","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","014","","19","3.763","63.2","26.3","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","015","","19","3.289","10.5","57.9","15.8","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"100","016","","18","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","017","","17","3.412","11.8","58.8","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","018","","19","3.868","78.9","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","019","","19","3.500","31.6","42.1","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","020","","19","3.789","63.2","31.6","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","021","","19","3.816","63.2","36.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","023","","19","3.658","68.4","10.5","5.3","15.8",".",".",".",".",".",".",".",".",".",".",".","."
"100","024","","18","3.806","61.1","38.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","025","","19","3.737","63.2","21.1","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","026","","19","3.806","73.7","15.8",".",".","5.3",".",".",".",".",".",".",".",".",".",".","5.3"
"100","027","","19","3.789","63.2","31.6","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","028","","18","3.806","66.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","029","","18","3.667","50.0","38.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"100","030","","19","3.605","36.8","47.4","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","032","","19","3.526","31.6","52.6","10.5",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"100","033","","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","034","","19","3.895","84.2","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","036","","19","3.763","63.2","26.3","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","038","","19","3.684","63.2","21.1","5.3","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"100","039","","19","3.526","21.1","63.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","040","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","041","","19","3.447","21.1","47.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","042","","18","3.750","55.6","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","043","","19","3.526","36.8","31.6","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","044","","18","3.667","38.9","55.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","045","","19","3.632","42.1","42.1","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","046","","18","3.500","16.7","66.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","047","","19","3.605","42.1","36.8","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","048","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","049","","18","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","050","","18","3.611","61.1","22.2","11.1",".",".","5.6",".",".",".",".",".",".",".",".",".","."
"100","051","","18","3.917","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","052","","8","3.375","75.0",".","12.5",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"","","","","","","","","","","","","","","","","","","","Page 203 of 410",""
