"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","","",""
"LAW","College Total","3900","1.270","9.4","0.3","18.8",".","2.7","0.2","0.1","19.7","",".","0.2",".",".","0.3",".","0.1","0.9"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"LAW","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Senior","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Undergraduates","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Special","","46","2.041","19.6","10.9","13.0",".","2.2",".",".","13.0","",".","4.3",".",".",".",".","2.2","."
"Graduate","","19","3.741","57.9","26.3","10.5",".",".",".",".",".","",".","5.3",".",".",".",".",".","."
"Prof Yr 1","","1031","1.216","9.1",".","25.7",".","3.9","0.1","0.1","0.2","",".",".",".",".",".",".",".","."
"Prof Yr 2","","1180","1.233","8.0",".","16.4",".","3.1","0.2","0.1","26.7","",".","0.4",".",".","0.6",".",".","1.8"
"Prof Yr 3","","1290","1.211","9.5",".","14.7",".","2.0","0.2","0.2","28.1","",".",".",".",".","0.3",".","0.3","1.2"
"Prof Yr 4","","332","1.583","11.1","0.6","23.8",".","0.3",".",".","25.0","",".",".",".",".",".",".",".","."
"Professionals","","3833","1.246","9.1","0.1","18.9",".","2.7","0.2","0.1","19.9","",".","0.1",".",".","0.3",".","0.1","1.0"
"","College Total","3900","1.270","9.4","0.3","18.8",".","2.7","0.2","0.1","19.7","",".","0.2",".",".","0.3",".","0.1","0.9"
