"","946
042","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","946
043","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","946
044","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Child Psych Clerk-CSC","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","","",""
"PSYCHIAT
814","Dept. Total","","99","3.503","24.2","53.5","16.2","2.0","1.0","",".","",".","",".","",".",".","",".","",".","",".",".","3.0","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","",".",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","100.0","."
"Prof Yr 2","","","1","3.000",".",".","100.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","74","3.432","12.2","64.9","18.9","1.4","1.4","",".","",".","",".","",".",".","",".","",".","",".",".","1.4","."
"Prof Yr 4","","","22","3.750","63.6","22.7","4.5","4.5",".","",".","",".","",".","",".",".","",".","",".","",".",".","4.5","."
"Professionals","","","97","3.495","23.7","54.6","16.5","2.1","1.0","",".","",".","",".","",".",".","",".","",".","",".",".","2.1","."
"","Dept. Total","","99","3.503","24.2","53.5","16.2","2.0","1.0","",".","",".","",".","",".",".","",".","",".","",".",".","3.0","."
