"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"553
Testing Desgn - Digital Sys","001","","25","3.354","24.0","36.0","24.0","8.0","4.0",".",".",".",".",".",".",".",".",".","4.0","."
"554
Digital Engineering Lab","001","","18","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"555
Digital Circuits&Components","001","","49","3.684","61.2","20.4","14.3","2.0","2.0",".",".",".",".",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","048","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","","6","3.941","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","091","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","38","3.858","71.1","10.5",".",".",".","2.6",".","7.9",".",".",".",".","5.3",".","2.6","."
"702
Grad Cooperative Educ Program","001","","11","",".",".",".",".",".",".",".",".",".","90.9",".",".",".",".",".","."
"707
Mobile and Wireless Networking","001","","7","3.667","57.1",".","28.6",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"712","002","","23","3.913","87.0","8.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"712","003","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Solid State Power Conversn","Course Total","","36","3.944","91.7","5.6","2.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"713
Electrmgntc Dsgn-AC Machins","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"717
Linear Systems","001","","20","3.583","45.0","25.0","15.0",".","5.0",".",".","10.0",".",".",".",".",".",".",".","."
"735
Signl Synthesis&Recvry Tech","001","","14","3.464","28.6","42.9","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"739
Adv Automation & Robotics","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"740
Electromagnetic Theory","001","","23","3.652","47.8","34.8","17.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"746
Quantum Electronics","001","","14","3.654","50.0","28.6","7.1","7.1",".",".",".","7.1",".",".",".",".",".",".",".","."
"748
Linear Waves","001","","11","3.818","63.6","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","11","3.636","54.5","18.2","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"756
Computer-Aided Desgn-VLSI","001","","12","3.682","58.3","16.7","8.3","8.3",".",".",".",".",".",".",".",".","8.3",".",".","."
"790","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"February 03, 2012","","","","","","","","","","","","","","","","","","","Page 118 of 410",""
