"","699
014","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
015","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
016","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Project","Course Total","8","3.909","87.5",".","12.5",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"DANCE
741","Dept. Total","845","3.800","76.7","12.1","4.4","0.9","1.8","0.1","0.4","3.1","",".",".","",".","",".","0.5","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","194","3.858","82.0","10.8","4.1","1.0","1.5",".",".","0.5","",".",".","",".","",".",".",".",".","."
"Sophomore","","148","3.822","75.7","16.2","6.1",".","0.7",".",".","0.7","",".",".","",".","",".","0.7",".",".","."
"Junior","","183","3.778","76.0","14.8","4.4","1.6","0.5",".","0.5","1.6","",".",".","",".","",".","0.5",".",".","."
"Senior","","292","3.801","77.7","9.6","2.7","1.0","2.1",".","0.3","5.5","",".",".","",".","",".","0.7","0.3",".","."
"Undergraduates","","817","3.813","78.0","12.2","4.0","1.0","1.3",".","0.2","2.6","",".",".","",".","",".","0.5","0.1",".","."
"Special","","13","2.808","30.8","7.7","23.1",".","15.4","7.7","7.7","7.7","",".",".","",".","",".",".",".",".","."
"Graduate","","12","3.577","41.7","8.3","8.3",".","16.7",".",".","25.0","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","3","4.000","66.7",".",".",".",".",".",".","33.3","",".",".","",".","",".",".",".",".","."
"Professionals","","3","4.000","66.7",".",".",".",".",".",".","33.3","",".",".","",".","",".",".",".",".","."
"","Dept. Total","845","3.800","76.7","12.1","4.4","0.9","1.8","0.1","0.4","3.1","",".",".","",".","",".","0.5","0.1",".","."
