"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","93665","3.221","35.3","19.8","19.8","8.0","8.1","2.3","1.2","2.3","0.0","1.4","0.1","0.8","0.5","0.1","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","16922","3.134","30.0","20.9","22.3","9.7","10.1","2.7","1.2","0.0","0.0","2.6","0.1",".","0.1","0.0","0.0","0.0"
"Sophomore","","20853","3.112","29.7","20.3","23.5","9.9","10.5","2.9","1.4","0.1","0.0","1.2","0.0","0.0","0.2","0.1","0.0","0.0"
"Junior","","20848","3.148","31.9","21.1","22.3","9.4","9.5","2.8","1.7","0.2","0.0","0.5","0.1",".","0.4","0.1","0.0","0.1"
"Senior","","22619","3.291","39.3","20.8","19.2","7.4","6.9","2.1","1.2","0.5","0.0","0.6","0.1","0.8","0.7","0.1","0.2","0.1"
"Undergraduates","","81242","3.173","33.0","20.8","21.8","9.0","9.2","2.6","1.4","0.2","0.0","1.2","0.1","0.2","0.4","0.1","0.1","0.0"
"Special","","1544","3.385","30.3","13.0","9.9","3.3","3.6","1.4","1.0","22.8",".","5.4","0.3","0.1","0.6","2.9","5.2","."
"Graduate","","10845","3.772","53.8","12.7","6.6","0.8","0.5","0.1","0.1","15.4","0.1","2.5","0.0","4.9","1.8","0.1","0.5","0.0"
"Prof Yr 1","","74","3.674","66.2","18.9","12.2","1.4","1.4",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","97","3.780","68.0","14.4","11.3",".",".",".",".","2.1",".","2.1",".",".","2.1",".",".","."
"Prof Yr 3","","81","3.816","63.0","9.9","7.4",".",".",".",".","3.7",".","1.2",".",".","14.8",".",".","."
"Prof Yr 4","","47","3.633","23.4","17.0","4.3",".","2.1",".",".","6.4",".","40.4",".","4.3",".",".","2.1","."
"Professionals","","299","3.748","59.2","14.7","9.4","0.3","0.7",".",".","2.7",".","7.4",".","0.7","4.7",".","0.3","."
"","College Total","93930","3.221","35.4","19.7","19.8","8.0","8.1","2.3","1.2","2.3","0.0","1.4","0.1","0.8","0.5","0.1","0.2","0.0"
