"","999
083","2","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
093","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
094","2","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"DMA Recital","Course Total","38","4.000","92.1",".",".",".",".","",".","",".","",".","",".",".","",".","",".","7.9",".",".","."
"MUS PERF
664","Dept. Total","465","3.925","83.7","11.8","2.2","0.4","0.2","",".","",".","",".","",".",".","",".","",".","1.5",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","64","3.845","79.7","10.9","7.8","1.6",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","69","3.873","76.8","20.3","2.9",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","58","3.920","79.3","13.8","1.7",".",".","",".","",".","",".","",".",".","",".","",".","5.2",".",".","."
"Senior","","122","3.879","76.2","19.7","1.6","0.8","0.8","",".","",".","",".","",".",".","",".","",".",".",".","0.8","."
"Undergraduates","","313","3.879","77.6","16.9","3.2","0.6","0.3","",".","",".","",".","",".",".","",".","",".","1.0",".","0.3","."
"Special","","3","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","149","3.998","96.0","1.3",".",".",".","",".","",".","",".","",".",".","",".","",".","2.7",".",".","."
"","Dept. Total","465","3.925","83.7","11.8","2.2","0.4","0.2","",".","",".","",".","",".",".","",".","",".","1.5",".","0.2","."
