"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","","","",""
"DESIGN STUDIES","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","","",""
"699","033","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","041","3","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","043","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","045","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","13","3.968","84.6",".","7.7",".","",".","",".","",".",".",".",".",".",".","7.7",".",".","."
"990","010","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","012","3","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","013","4","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","016","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","032","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","11","",".",".",".",".","",".","",".","",".","63.6","9.1",".",".","18.2","9.1",".",".","."
"999","008","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","012","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","013","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","033","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","041","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","6","3.679","50.0","16.7","16.7",".","",".","",".","",".",".",".",".",".",".","16.7",".",".","."
