"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Introduction to Computation","202
001","80","3.519","52.5","23.8","10.0","6.3","2.5","3.8",".",".",".",".",".",".",".","1.3",".","."
"Intro to Discrete Mathematics","240
001","97","3.015","24.7","16.5","32.0","9.3","12.4","1.0","4.1",".",".",".",".",".",".",".",".","."
"Digtl Society: Comptrs&Technol","250
001","12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".",".",".","8.3","."
"","252
001","36","3.417","33.3","27.8","30.6","5.6","2.8",".",".",".",".",".",".",".",".",".",".","."
"","002
252","65","3.369","43.1","27.7","10.8","12.3","1.5","1.5","3.1",".",".",".",".",".",".",".",".","."
"Intro to Computer Engineering","Course Total","101","3.386","39.6","27.7","17.8","9.9","2.0","1.0","2.0",".",".",".",".",".",".",".",".","."
"Directed Study in Comp Sci","298
001","52","",".",".",".",".",".",".",".",".",".","94.2","5.8",".",".",".",".","."
"","302
001","168","3.066","33.9","16.1","17.9","12.5","12.5","3.0","3.6","0.6",".",".",".",".",".",".",".","."
"","302
002","192","2.922","31.8","10.4","15.6","16.1","15.1","3.6","4.7","2.1",".",".",".",".","0.5",".",".","."
"","302
003","22","3.205","40.9","18.2","4.5","13.6","22.7",".",".",".",".",".",".",".",".",".",".","."
"","004
302","28","2.857","28.6","7.1","25.0","14.3","14.3","7.1","3.6",".",".",".",".",".",".",".",".","."
"","302
005","19","2.816","36.8","15.8","10.5",".","21.1","5.3","10.5",".",".",".",".",".",".",".",".","."
"","302
006","21","2.690","23.8","14.3","19.0","9.5","19.0","4.8","9.5",".",".",".",".",".",".",".",".","."
"","302
007","22","2.386","22.7","4.5","13.6","9.1","27.3","13.6","9.1",".",".",".",".",".",".",".",".","."
"","302
008","27","3.130","25.9","25.9","22.2","14.8","7.4",".","3.7",".",".",".",".",".",".",".",".","."
"Introduction to Programming","Course Total","499","2.953","31.9","13.4","16.6","13.4","15.0","3.8","4.6","1.0",".",".",".",".","0.2",".",".","."
"Prob Solvng Using Computers","310
001","86","3.023","17.4","17.4","43.0","10.5","7.0","2.3","2.3",".",".",".",".",".",".",".",".","."
"","352
001","16","2.700","12.5","18.8","18.8","12.5","18.8","12.5",".",".",".",".",".",".",".","6.3",".","."
"","352
002","41","3.073","17.1","22.0","29.3","22.0","9.8",".",".",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","57","2.973","15.8","21.1","26.3","19.3","12.3","3.5",".",".",".",".",".",".",".","1.8",".","."
"","354
001","40","2.825","20.0","27.5","20.0","7.5","10.0","7.5","7.5",".",".",".",".",".",".",".",".","."
"","354
002","43","3.023","32.6","18.6","7.0","27.9","4.7","7.0","2.3",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","83","2.928","26.5","22.9","13.3","18.1","7.2","7.2","4.8",".",".",".",".",".",".",".",".","."
"","367
001","88","2.960","35.2","5.7","29.5","9.1","10.2","3.4","6.8",".",".",".",".",".",".",".",".","."
"","367
002","93","3.038","32.3","12.9","24.7","9.7","12.9","2.2","4.3","1.1",".",".",".",".",".",".",".","."
"Intro to Data Structures","Course Total","181","3.000","33.7","9.4","27.1","9.4","11.6","2.8","5.5","0.6",".",".",".",".",".",".",".","."
"","368
001","59","",".",".",".",".",".",".",".",".",".","86.4","13.6",".",".",".",".","."
"","368
002","39","",".",".",".",".",".",".",".","2.6",".","76.9","20.5",".",".",".",".","."
"","368
003","52","",".",".",".",".",".",".",".",".",".","90.4","7.7",".",".","1.9",".","."
"","368
004","19","",".",".",".",".",".",".",".",".",".","47.4","52.6",".",".",".",".","."
"Learn a Programming Language","Course Total","169","",".",".",".",".",".",".",".","0.6",".","81.1","17.8",".",".","0.6",".","."
"Tech:Computer-Based Bus Sys","371
001","12","3.167","33.3","16.7","25.0","16.7",".","8.3",".",".",".",".",".",".",".",".",".","."
"Intro to Numerical Methods","412
001","44","2.655","18.2","18.2","15.9","11.4","15.9","9.1","6.8",".",".",".",".",".","2.3","2.3",".","."
"Intro-Combinatorics","475
001","14","3.393","50.0","21.4","7.1",".","21.4",".",".",".",".",".",".",".",".",".",".","."
"Numerical Analysis","514
001","12","3.500","66.7",".","25.0",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"Intro to Theory of Computing","520
001","29","2.593","17.2","6.9","20.7","6.9","34.5",".","6.9",".",".",".",".",".","3.4",".","3.4","."
"Linear Programming Methods","525
001","29","2.931","44.8",".","24.1",".","13.8","13.8","3.4",".",".",".",".",".",".",".",".","."
"Image Processing","533
001","8","3.188","37.5","37.5","12.5",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"Computational Photography","534
001","28","3.411","60.7","10.7","3.6","14.3","3.6","7.1",".",".",".",".",".",".",".",".",".","."
"Intro-Progm Langs&Compilers","536
001","35","3.057","42.9","14.3","8.6","20.0","2.9","2.9","8.6",".",".",".",".",".",".",".",".","."
"","537
001","55","3.372","29.1","32.7","21.8","9.1","3.6",".",".",".",".",".",".",".",".",".","3.6","."
"","537
002","42","3.188","40.5","14.3","16.7","9.5","14.3","2.4",".",".",".",".",".",".","2.4",".",".","."
"Intro to Operating Systems","Course Total","97","3.294","34.0","24.7","19.6","9.3","8.2","1.0",".",".",".",".",".",".","1.0",".","2.1","."
