"Senior Honors Thesis","681
001","1","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Senior Honors Thesis","682
001","1","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Senior Thesis","691
001","1","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Directed Study","699
001","2","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"E A STDS
298","Dept. Total","146","3.793","67.8","13.7","6.8","3.4","",".","",".","",".","2.1","0.7",".","",".","1.4","2.1",".","2.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","19","3.842","73.7","21.1","5.3",".","",".","",".","",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","16","3.870","81.3","12.5","6.3",".","",".","",".","",".",".",".",".","",".",".",".",".",".","."
"Junior","","40","3.784","72.5","15.0","5.0","5.0","",".","",".","",".",".",".",".","",".",".","2.5",".",".","."
"Senior","","64","3.761","64.1","12.5","9.4","3.1","",".","",".","",".","3.1","1.6",".","",".","3.1","3.1",".",".","."
"Undergraduates","","139","3.793","69.8","14.4","7.2","2.9","",".","",".","",".","1.4","0.7",".","",".","1.4","2.2",".",".","."
"Special","","5","2.500",".",".",".","20.0","",".","",".","",".","20.0",".",".","",".",".",".",".","60.0","."
"Graduate","","2","4.000","100.0",".",".",".","",".","",".","",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","146","3.793","67.8","13.7","6.8","3.4","",".","",".","",".","2.1","0.7",".","",".","1.4","2.1",".","2.1","."
