"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"JEWISH STUDIES","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","","",""
"Topics in Jewish Studies","202
001","20","3.900","90.0","5.0",".","5.0",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Introduction to Judaism","211
002","60","3.595","40.0","38.3","15.0","3.3",".",".","",".","1.7",".","",".",".","",".","",".","","1.7",".","."
"The American Jewish Experience","219
001","31","3.339","25.8","38.7","19.4","9.7","6.5",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Intro to Biblical Lit","227
001","13","3.577","46.2","30.8","15.4","7.7",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Intro-Biblical Archaeology","241
001","4","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
001","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
005","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"JEWISH
510","Dept. Total","130","3.510","44.6","30.8","13.1","6.9","2.3","",".","0.8","0.8","",".",".","",".","",".","",".","0.8",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","42","3.542","52.4","31.0","7.1","7.1",".","",".","2.4",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","39","3.537","46.2","25.6","17.9","5.1","2.6","",".",".","2.6","",".",".","",".","",".","",".",".",".","."
"Junior","","23","3.304","26.1","34.8","17.4","17.4","4.3","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","25","3.617","48.0","32.0","12.0",".","4.0","",".",".",".","",".",".","",".","",".","",".","4.0",".","."
"Undergraduates","","129","3.510","45.0","30.2","13.2","7.0","2.3","",".","0.8","0.8","",".",".","",".","",".","",".","0.8",".","."
"Special","","1","3.500",".","100.0",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","130","3.510","44.6","30.8","13.1","6.9","2.3","",".","0.8","0.8","",".",".","",".","",".","",".","0.8",".","."
