"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","",""
"Shakespeare","417
001","","32","3.081","21.9","6.3","56.3","3.1","6.3",".","3.1","3.1",".",".",".",".",".",".",".","."
"Outstnd Figures-17c Eng Lit","425
002","","32","3.422","12.5","65.6","15.6","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"English Novel: 19th Cent","460
001","","34","3.515","35.3","52.9","5.9","2.9",".",".","2.9",".",".",".",".",".",".",".",".","."
"Studies in Romantic Lit","465
001","","30","3.552","43.3","33.3","16.7",".",".","3.3",".",".",".",".",".",".",".",".",".","3.3"
"Jr Honors Seminar in Major","481
001","","8","3.438","25.0","50.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Theme in 20th C Eng Lit","504
001","","34","3.118","26.5","26.5","17.6","14.7","11.8",".","2.9",".",".",".",".",".",".",".",".","."
"Select Maj Mod Brit/IrishPoets","510
001","","27","3.333","44.4","7.4","37.0","7.4",".",".","3.7",".",".",".",".",".",".",".",".","."
"Mod British or Am Lit-Bkgrd","513
001","","18","3.111","22.2","27.8","11.1","27.8","11.1",".",".",".",".",".",".",".",".",".",".","."
"","516
001","","27","3.500","25.9","48.1","25.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","516
002","","13","3.423","23.1","53.8","7.7","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in 20C Lit in English","Course Total","","40","3.475","25.0","50.0","20.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Postcolonial Theatre","523
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Brit Drama, 1914 to Present","538
001","","14","3.357","42.9","28.6","21.4",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","553
001","","12","3.542","50.0","16.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","553
002","","13","3.500","15.4","61.5","15.4",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"Modern Critical Theories","Course Total","","25","3.521","32.0","40.0","20.0","4.0",".",".",".",".",".",".",".",".","4.0",".",".","."
"Studies in Narrative Lit","563
002","","21","3.310","9.5","61.9","19.0",".","9.5",".",".",".",".",".",".",".",".",".",".","."
"","591
001","","22","3.136","36.4","22.7","13.6","4.5","13.6","9.1",".",".",".",".",".",".",".",".",".","."
"","591
002","","23","3.773","73.9","8.7","8.7",".","4.3",".",".",".",".",".",".",".","4.3",".",".","."
"","003
591","","24","3.438","37.5","16.7","41.7","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"Topic-Ethnic&Multicultr Lit","Course Total","","69","3.449","49.3","15.9","21.7","2.9","5.8","2.9",".",".",".",".",".",".","1.4",".",".","."
"Asian Amer Women Writers","595
001","","19","3.639","47.4","26.3","21.1",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"Theme of Early Amer Lit","606
001","","9","3.500","55.6","33.3",".",".",".","11.1",".",".",".",".",".",".",".",".",".","."
"Major American Prose Writer","611
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"3 Amer Authors Before 1865","621
001","","11","3.455","63.6","18.2","9.1",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"","626
001","","30","3.383","23.3","36.7","36.7",".","3.3",".",".",".",".",".",".",".",".",".",".","."
"","002
626","","16","4.000","87.5",".",".",".",".",".",".","6.3",".",".",".",".","6.3",".",".","."
"","626
003","","14","2.821","21.4","7.1","57.1",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"Theme in 19th C Amer Lit","Course Total","","60","3.397","40.0","20.0","31.7",".","1.7",".","3.3","1.7",".",".",".",".","1.7",".",".","."
"Theme in 20th C Amer Lit","630
001","","26","3.460","19.2","57.7","11.5","7.7",".",".",".",".",".",".",".",".","3.8",".",".","."
"Mod Amer Lit Since 1914","633
001","","26","3.654","57.7","26.9","7.7","3.8","3.8",".",".",".",".",".",".",".",".",".",".","."
"","672
001","","14","3.409","21.4","21.4","35.7",".",".",".",".",".",".",".",".",".","21.4",".",".","."
"","672
002","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Selected Topics:Afro-Am Lit","Course Total","","21","3.611","42.9","19.0","23.8",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"","681
010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","Course Total","","9","",".",".",".",".",".",".",".",".",".",".",".","88.9",".",".","11.1","."
"","682
036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 03, 2012","","","","","","","","","","","","","","","","","","","Page 207 of 410",""
