"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"INTERNATIONAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","",""
"","200
001","192","2.930","15.1","23.4","25.5","17.7","13.0","3.6","1.6",".",".",".",".",".",".",".",".","."
"","200
002","122","3.074","23.0","21.3","29.5","11.5","9.8","1.6","2.5",".",".",".",".",".","0.8",".",".","."
"International Business","Course Total","314","2.986","18.2","22.6","27.1","15.3","11.8","2.9","1.9",".",".",".",".",".","0.3",".",".","."
"Prof Comm&Cultr in Franc World","313
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intercultural Communctn in Bus","320
001","24","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","365
001","15","3.200","13.3","33.3","33.3","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"Reading & Research-Intl Bus","399
221","115","3.987","98.3","0.9","0.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Global Issues in Management","403
001","13","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Multinational Bus Finance","445
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Multinational Bus Finance","745
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemporary Topics","765
001","8","3.929","75.0","12.5",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"INTL BUS
235","Dept. Total","497","3.191","42.3","17.7","18.9","10.3","7.4","1.8","1.2","0.2",".",".",".",".","0.2",".",".","."
