"","990
036","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
038","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","33","",".",".",".",".",".",".",".","84.8",".",".",".","15.2",".",".",".","."
"DY SCI
292","Dept. Total","240","3.409","47.9","11.3","17.1","3.3","2.9","2.1","0.8","11.7",".",".",".","2.1","0.4","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","13","3.346","38.5","7.7","46.2",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","23","3.829","91.3","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","47","3.181","51.1","6.4","23.4","2.1","8.5","6.4","2.1",".",".",".",".",".",".",".",".","."
"Senior","","91","3.426","45.1","19.8","23.1","5.5","2.2","1.1","1.1",".",".",".",".",".","1.1","1.1",".","."
"Undergraduates","","174","3.389","52.3","13.2","22.4","3.4","4.0","2.3","1.1",".",".",".",".",".","0.6","0.6",".","."
"Special","","4","3.000","25.0","25.0","25.0",".",".","25.0",".",".",".",".",".",".",".",".",".","."
"Graduate","","62","3.623","37.1","4.8","1.6","3.2",".",".",".","45.2",".",".",".","8.1",".",".",".","."
"","Dept. Total","240","3.409","47.9","11.3","17.1","3.3","2.9","2.1","0.8","11.7",".",".",".","2.1","0.4","0.4",".","."
