"Ethics of Modern Biotechnology","","","","","","","","","","","","","","","","","","","","","",""
"Medical Technology & the Body","726
001","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Int'l Health & Global Society","753
001","5","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Grad Studies-Medical Hist","919
001","5","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"MED HIST
452","Dept. Total","153","3.418","41.8","21.6","19.0","7.2","5.2","0.7","1.3","0.7","",".",".","",".","",".","1.3",".","1.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"452
MED HIST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","23","3.304","26.1","39.1","26.1","4.3",".",".","4.3",".","",".",".","",".","",".",".",".",".","."
"Senior","","68","3.299","33.8","26.5","20.6","8.8","5.9","1.5","1.5",".","",".",".","",".","",".","1.5",".",".","."
"Undergraduates","","93","3.315","33.3","29.0","21.5","7.5","4.3","1.1","2.2",".","",".",".","",".","",".","1.1",".",".","."
"Special","","10","3.500","20.0","20.0","10.0","10.0","10.0",".",".","10.0","",".",".","",".","",".",".",".","20.0","."
"Graduate","","34","3.728","61.8","8.8","14.7","5.9","5.9",".",".",".","",".",".","",".","",".","2.9",".",".","."
"Prof Yr 2","","2","2.500",".",".","50.0",".","50.0",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","2","2.750",".",".","50.0","50.0",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","12","3.850","83.3","8.3","8.3",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","16","3.706","62.5","6.3","18.8","6.3","6.3",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","153","3.418","41.8","21.6","19.0","7.2","5.2","0.7","1.3","0.7","",".",".","",".","",".","1.3",".","1.3","."
