"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","11128","3.745","63.1","14.6","6.3","1.7","1.4","0.5","0.4","4.6","0.0","4.4",".","1.3","1.3","0.1","0.3","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","1247","3.522","61.5","18.7","9.4","3.1","3.5","1.6","0.8","1.0",".",".",".",".","0.3",".",".","."
"Sophomore","","1350","3.605","60.1","21.0","10.8","3.5","2.1","0.7","0.5","0.7",".",".",".",".","0.6","0.1",".","."
"Junior","","1679","3.652","60.6","21.3","8.6","2.6","1.6","0.7","0.7","1.3","0.2","1.6",".",".","0.7",".",".","0.2"
"Senior","","3777","3.782","65.7","13.1","5.5","1.4","1.0","0.3","0.4","2.8","0.0","8.8",".",".","0.6","0.1","0.0","0.0"
"Undergraduates","","8053","3.694","63.1","17.0","7.6","2.3","1.7","0.7","0.5","1.9","0.0","4.5",".",".","0.6","0.1","0.0","0.0"
"Special","","335","3.781","53.4","5.1","5.4","1.2","1.8","0.3","0.9","18.2",".","3.3",".",".","2.7","0.3","7.2","0.3"
"Graduate","","2729","3.902","64.1","8.6","2.3","0.1","0.3",".","0.0","10.8","0.0","4.4",".","5.3","3.2","0.1","0.5","0.0"
"Prof Yr 1","","5","4.000","80.0",".",".",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"Prof Yr 2","","10","3.900","70.0","10.0","10.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Prof Yr 3","","6","3.938","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","21","3.938","76.2","4.8","9.5",".",".",".",".","9.5",".",".",".",".",".",".",".","."
"","College Total","11138","3.745","63.0","14.5","6.3","1.7","1.4","0.5","0.4","4.6","0.0","4.4",".","1.3","1.3","0.1","0.4","0.1"
