"Intro to Engineering Research","468
001","","11","3.944","72.7","9.1",".",".","",".",".","",".","",".","",".","",".",".","",".","","18.2",".",".","."
"Research Proposal-Engr Physics","469
001","","2","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research Pract-Engr Physics I","568
001","","4","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research Pract-Engr Physics II","569
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"E P
347","Dept. Total","","18","3.762","55.6","11.1","5.6",".","",".","",".","",".","",".","",".",".","",".","",".","27.8",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"347
E P","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","","11","3.688","45.5","18.2","9.1",".","",".","",".","",".","",".","",".",".","",".","",".","27.3",".",".","."
"Undergraduates","","","13","3.722","53.8","15.4","7.7",".","",".","",".","",".","",".","",".",".","",".","",".","23.1",".",".","."
"Graduate","","","5","4.000","60.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","40.0",".",".","."
"","Dept. Total","","18","3.762","55.6","11.1","5.6",".","",".","",".","",".","",".","",".",".","",".","",".","27.8",".",".","."
