"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"AGRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","",""
"100
Prin & Prac-Crop Production","001","36","3.091","22.2","16.7","27.8","11.1","11.1","2.8",".","5.6",".",".",".",".","2.8",".",".","."
"200
Found Agri-sci&Nat Resrc Educ","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","2","***","","","","","","","","","","","","","","","",""
"302
Forage Mgmt & Utilization","001","16","3.469","43.8","31.3","18.8",".",".","6.3",".",".",".",".",".",".",".",".",".","."
"339
Plant Biotech:Prin&Technique I","001","14","3.464","42.9","28.6","14.3","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"370
Grassland Ecology","001","18","3.778","94.4",".",".",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"375","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"375","003","21","3.548","42.9","23.8","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","23","3.562","47.8","21.7","30.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"565
Ethics of Modern Biotechnology","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"632
Ecotox: The Chemical Players","002","9","2.944","11.1","33.3",".","44.4","11.1",".",".",".",".",".",".",".",".",".",".","."
"633
Ecotox: Impacts on Individuals","002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"634
Ecotox: Populatn, Comm, Ecosys","002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","8","3.944","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"724
Agroecosystems & Global Chng","001","8","3.750","75.0","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"811
Biometric Proc-Plnt Breedng","001","12","3.667","58.3","25.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"875
Special Topics","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"957
Seminar-Plant Breeding","001","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","8","",".",".",".",".",".",".",".","12.5",".",".",".","87.5",".",".",".","."
"990","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","35","",".",".",".",".",".",".",".","54.3",".",".",".","45.7",".",".",".","."
