"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","10874","3.311","34.0","24.2","25.9","6.6","6.3","1.4","0.5","0.5","0.0","0.2",".","0.1","0.2","0.0","0.0","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","62","3.527","40.3","30.6","24.2","1.6","3.2",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","1117","3.127","30.0","17.5","28.7","8.6","10.7","3.4","0.7","0.1",".","0.2",".",".",".",".",".","."
"Junior","","2673","3.144","28.6","20.1","29.1","8.9","9.7","2.3","0.9","0.1",".","0.1",".",".","0.1",".",".","."
"Senior","","4295","3.272","30.6","22.7","29.2","7.9","6.7","1.2","0.4","0.4","0.0","0.4",".",".","0.3",".","0.0","0.0"
"Undergraduates","","8147","3.213","30.0","21.2","29.1","8.3","8.2","1.9","0.6","0.3","0.0","0.3",".",".","0.2",".","0.0","0.0"
"Special","","257","3.365","33.9","26.8","24.9","5.1","3.5","1.6","0.8","1.9",".",".",".",".",".","0.4","1.2","."
"Graduate","","2444","3.641","47.5","33.9","15.2","1.3","0.2",".",".","1.0",".",".",".","0.6","0.3",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","25","3.571","40.0","32.0","24.0",".",".",".",".","4.0",".",".",".",".",".",".",".","."
"Professionals","","26","3.589","42.3","30.8","23.1",".",".",".",".","3.8",".",".",".",".",".",".",".","."
"","College Total","10874","3.311","34.0","24.2","25.9","6.6","6.3","1.4","0.5","0.5","0.0","0.2",".","0.1","0.2","0.0","0.0","0.0"
