"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Intro to American Law","601
001","51","1.686","21.6",".","27.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","602
001","19","0.947",".",".","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","602
002","14","2.214","7.1",".","64.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","602
003","18","1.556","5.6",".","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Sources","Course Total","51","1.510","3.9",".","45.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sociology of Law","641
002","7","2.200","28.6",".","14.3",".",".",".",".",".",".",".",".",".","14.3",".","14.3","."
"","711
001","100","1.020","11.0",".","16.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","711
002","97","1.144","9.3",".","23.7",".","3.1",".",".",".",".",".",".",".",".",".",".","."
"","711
003","19","0.895","10.5",".","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
004","18","1.000","5.6",".","22.2",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","711
005","21","1.905","14.3",".","38.1",".","9.5",".",".",".",".",".",".",".",".",".",".","."
"Contracts I","Course Total","255","1.129","10.2",".","21.2",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Legal Process","713
001","11","0.545",".",".","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","714
001","39","1.000","7.7",".","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","714
002","36","1.333",".",".","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","714
003","44","1.591","15.9",".","27.3",".","6.8",".",".",".",".",".",".",".",".",".",".","."
"","714
004","45","1.556","6.7",".","37.8",".","6.7","2.2",".",".",".",".",".",".",".",".",".","."
"","714
005","44","1.091","9.1",".","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","714
007","40","1.275","10.0",".","27.5",".","2.5",".",".",".",".",".",".",".",".",".",".","."
"Civil Procedure I","Course Total","248","1.315","8.5",".","29.4",".","4.4","0.4",".",".",".",".",".",".",".",".",".","."
"","715
001","84","1.012","8.3",".","20.2",".","3.6",".",".",".",".",".",".",".",".",".",".","."
"","715
002","76","1.237","13.2",".","21.1",".","3.9",".",".",".",".",".",".",".",".",".",".","."
"","715
003","22","1.909","13.6",".","45.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","715
004","21","1.238","9.5",".","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","715
005","19","1.421","10.5",".","26.3",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"","715
006","20","0.900",".",".","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Torts I","Course Total","242","1.207","9.9",".","24.8",".","3.3",".",".",".",".",".",".",".",".",".",".","."
"","723
001","32","1.156","9.4",".","21.9",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","723
002","23","1.565",".",".","52.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
003","36","1.056","5.6",".","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
005","12","0.833","8.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
006","10","1.000","10.0",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
007","37","1.162","2.7",".","35.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
008","27","1.222","11.1",".","25.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
009","28","0.571","3.6",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
010","17","1.000","11.8",".","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","222","1.081","6.3",".","27.0",".","0.9",".",".",".",".",".",".",".",".",".",".","."
"","726
001","73","1.384","11.0",".","28.8",".","4.1",".",".",".",".",".",".",".",".",".",".","."
"","726
003","69","1.377","7.2",".","33.3",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","726
004","24","1.167","8.3",".","25.0",".","4.2",".","4.2",".",".",".",".",".",".",".",".","."
"","726
005","19","1.263","10.5",".","21.1",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"","726
006","23","1.391","8.7",".","34.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","726
007","21","0.905","4.8",".","23.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","726
008","23","1.130","4.3",".","26.1",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"Intro-Substan Criminal Law","Course Total","252","1.290","8.3",".","29.0",".","4.4",".","0.4",".",".",".",".",".",".",".",".","."
