"INTERDIS COURSES (L & S)","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","",""
"1st-Yr Seminar: Biological Sci","101
001","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
001","21","3.619","38.1","47.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","17","3.706","58.8","29.4","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","17","3.500","35.3","29.4","35.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"1st-Yr Seminar: Humanities","Course Total","55","3.609","43.6","36.4","18.2","1.8",".",".",".",".",".",".",".",".",".",".",".","."
"1st-Yr Seminar: Literature","103
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","106
001","19","3.947","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","106
002","20","3.400","15.0","50.0","35.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","106
003","18","3.750","77.8","5.6","11.1",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"1st-Yr Seminar: Social Sci","Course Total","57","3.693","61.4","19.3","17.5",".","1.8",".",".",".",".",".",".",".",".",".",".","."
"1st-Yr Smr: Social&Natural Sci","107
001","18","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"1st-Yr Smr: Humanities&Soc Sci","110
001","15","3.500","33.3","40.0","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"1st-Yr Smr: Soc Sci, Ethnic St","118
001","13","3.731","69.2","15.4","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","250
001","14","3.733","57.1","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
002","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
003","17","3.871","76.5","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".","5.9","."
"","250
004","13","3.850","69.2","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","7.7","."
"","250
005","16","3.943","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
006","15","3.773","60.0","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
007","13","3.839","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
008","12","3.889","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
009","17","3.789","70.6","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Research Experience","Course Total","132","3.849","75.0","18.9","4.5",".",".",".",".",".",".",".",".",".",".",".","1.5","."
"Paradigms&Process-Acad Inquiry","315
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","400
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","400
002","15","3.964","86.7","6.7",".",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"L&S Junior/Senior Seminar","Course Total","16","3.971","87.5","6.3",".",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"INTER-LS
502","Dept. Total","352","3.769","68.8","20.2","9.1","0.9","0.3",".",".","0.3",".",".",".",".",".",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","225","3.714","62.2","22.7","12.9","1.3","0.4",".",".",".",".",".",".",".",".",".","0.4","."
"Sophomore","","75","3.857","74.7","20.0","4.0",".",".",".",".",".",".",".",".",".",".",".","1.3","."
"Junior","","34","3.936","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","17","3.981","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","351","3.769","68.9","20.2","9.1","0.9","0.3",".",".",".",".",".",".",".",".",".","0.6","."
"Special","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","Dept. Total","352","3.769","68.8","20.2","9.1","0.9","0.3",".",".","0.3",".",".",".",".",".",".","0.6","."
