"Level II Fieldwork A","662
001","20","",".",".",".",".",".","",".","",".","",".","",".","","100.0",".","",".","",".",".",".","."
"Level II Fieldwork B","664
001","23","",".",".",".",".",".","",".","",".","",".","",".","","100.0",".","",".","",".",".",".","."
"Sci Inq-OT I: Evidence-Based","671
001","24","3.917","83.3","16.7",".",".","",".",".","",".","",".","",".","",".",".","",".","",".",".",".","."
"Sci Inq-OT III: Data Coll&Anal","673
001","23","3.826","65.2","34.8",".",".","",".",".","",".","",".","",".","",".",".","",".","",".",".",".","."
"OCC THER
695","Dept. Total","259","3.765","55.6","23.2","3.5","0.8","",".","",".","",".","",".","",".","16.6","",".","",".","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"695
OCC THER","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","4.000","50.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","50.0",".",".","."
"Sophomore","","10","3.850","90.0",".",".","10.0","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","9","3.889","77.8","22.2",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","5","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","26","3.900","84.6","7.7",".","3.8","",".","",".","",".","",".","",".",".","",".","",".","3.8",".",".","."
"Special","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","231","3.757","51.9","25.1","3.9","0.4","",".","",".","",".","",".","",".","18.6","",".","",".",".",".",".","."
"","Dept. Total","259","3.765","55.6","23.2","3.5","0.8","",".","",".","",".","",".","",".","16.6","",".","",".","0.4",".",".","."
