"TERM : 1122","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 2011-2012","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","",""
"SCIENCE & TECHNOLOGY STUD Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","",""
"Sci, Technol & Med in Society","901
001
7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"Current Topics-Sci & Tech St","902
001
2","***","","","","","","","","","",".",".",".",".",".   
.   
."
"STS
875","9
Dept. Total","4.000","77.8",".",".",".",".",".",".",".",".","22.2",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","",""
"Graduate","9","4.000","77.8",".",".",".",".",".",".",".",".","22.2",".",".","",".  
.  
.  
."
"","Dept. Total
9","4.000","77.8",".",".",".",".",".",".",".",".","22.2",".",".","",".  
.  
.  
."
"February 03, 2012","","","","","","","","","","","","","","","","Page 297 of 410"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"","*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","",""
