"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"EAST ASIAN AREA STUDIES","","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","",""
"Intro to East Asian Civ","222","001","61","3.868","75.4","11.5","6.6",".",".",".",".",".","1.6",".",".",".",".",".","4.9","."
"Humanities Topics in EAS","300","001","22","3.275","9.1","45.5","22.7","13.6",".",".",".","9.1",".",".",".",".",".",".",".","."
"","301","001","6","3.500","33.3","50.0",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","301","002","52","3.965","90.4",".","1.9","1.9",".",".",".","1.9",".",".",".",".","3.8",".",".","."
"Social Studies Topics in EAS","","Course Total","58","3.908","84.5","5.2","1.7","3.4",".",".",".","1.7",".",".",".",".","3.4",".",".","."
"Senior Honors Thesis","681","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","682","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","691","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"E A STDS
298","","Dept. Total","146","3.793","67.8","13.7","6.8","3.4",".",".",".","2.1","0.7",".",".","1.4","2.1",".","2.1","."
