"EGR","","","","","","","","","","","","","","","","","","",""
"CIVIL AND ENVIRONMENTAL EN Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","",""
"CIV ENGR
Dept. Total
240","1487","3.219","33.2","18.4","20.8","7.7","7.8","2.0","0.3","5.7","0.2","0.1","",".","2.6","1.1",".","0.1","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","",""
"Sophomore","18","3.167","44.4","11.1","22.2","5.6","16.7",".",".",".",".",".","",".",".",".",".",".","."
"Junior","164","2.899","17.1","15.2","30.5","15.2","18.3","3.0",".",".",".",".","",".",".","0.6",".",".","."
"Senior","853","3.164","33.3","20.3","23.9","9.7","8.6","2.8","0.6",".",".",".","",".",".","0.8",".",".","."
"Undergraduates","1035","3.119","30.9","19.3","24.9","10.5","10.2","2.8","0.5",".",".",".","",".",".","0.8",".",".","."
"Special","45","3.258","28.9","15.6","31.1","6.7","6.7",".",".","6.7",".",".","",".",".","4.4",".",".","."
"Graduate","406","3.643","39.4","16.3","9.1","0.5","1.7","0.2",".","20.0","0.7","0.2","",".","9.4","1.7",".","0.5","0.2"
"Prof Yr 3","1","",".",".",".",".",".",".",".","100.0",".",".","",".",".",".",".",".","."
"Professionals","1","",".",".",".",".",".",".",".","100.0",".",".","",".",".",".",".",".","."
"Dept. Total","1487","3.219","33.2","18.4","20.8","7.7","7.8","2.0","0.3","5.7","0.2","0.1","",".","2.6","1.1",".","0.1","0.1"
