"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","817
002","29","1.185","10.3",".","20.7",".","3.4",".","3.4","6.9",".",".",".",".",".",".",".","."
"Business Organizations I","Course Total","161","1.271","11.2","0.6","23.0",".","2.5",".","0.6","4.3",".",".",".",".",".",".","0.6","."
"Family Law I","822
001","51","1.255","9.8",".","23.5",".","7.8",".",".",".",".",".",".",".",".",".",".","."
"Jurisprudence","829
001","10","2.600","10.0",".","60.0",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"Land Use Controls","830
001","11","2.364","36.4","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Remedies","839
001","26","1.208","15.4",".","11.5",".","7.7",".",".","7.7",".",".",".",".",".",".",".","."
"","850
001","29","1.407","17.2",".","20.7",".",".",".",".","6.9",".",".",".",".",".",".",".","."
"","850
002","26","1.654","23.1",".","19.2",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","850
003","57","1.327","12.3",".","19.3",".","7.0",".",".","8.8",".",".",".",".",".",".",".","."
"Professnl Responsibilities","Course Total","112","1.429","16.1",".","19.6",".","5.4",".",".","6.3",".",".",".",".",".",".",".","."
"","852
001","8","",".",".",".",".",".",".",".","87.5",".",".",".",".",".",".",".","12.5"
"","852
002","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
003","8","",".",".",".",".",".",".",".","75.0",".",".",".",".",".",".",".","25.0"
"","852
004","33","",".",".",".",".",".",".",".","84.8",".",".",".",".",".",".",".","15.2"
"Trial Advocacy","Course Total","56","",".",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","14.3"
"","854
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
002","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
003","39","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
004","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
005","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
006","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
008","8","",".",".",".",".",".",".",".","75.0",".",".",".",".",".",".",".","25.0"
"","854
009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
010","7","",".",".",".",".",".",".",".","71.4",".",".",".",".",".",".",".","28.6"
"","854
012","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
013","23","",".",".",".",".",".",".",".","87.0",".",".",".",".",".",".",".","13.0"
"","854
014","20","",".",".",".",".",".",".",".","85.0",".",".",".",".",".",".",".","15.0"
"","854
015","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
016","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
017","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
018","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
019","22","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
021","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
022","14","",".",".",".",".",".",".",".","92.9",".",".",".",".","7.1",".",".","."
"Clinical Program","Course Total","215","",".",".",".",".",".",".",".","92.6",".",".",".",".","0.5",".",".","7.0"
"Advanced Criminal Procedure","860
001","17","",".",".",".",".",".",".",".","76.5",".",".",".",".",".",".",".","23.5"
"Institutionalized Persons","862
001","30","",".",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","20.0"
"Taxation III","867
001","8","1.143","25.0",".",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"International Trade Law","871
001","30","1.621","13.3","6.7","26.7",".",".",".",".","3.3",".",".",".",".",".",".",".","."
"Client Counselling","880
001","18","2.000","16.7",".","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","72","",".",".",".",".",".",".",".","98.6",".",".",".",".","1.4",".",".","."
"Wisconsin Journal of Law","896
001","26","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"February 03, 2012","","","","","","","","","","","","","","","","","","Page 332 of 410",""
