"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"252
COM DIS","","","","","","","","","","","","","","","","","","","","",""
"","999
026","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Studies","Course Total","11","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"COM DIS
252","Dept. Total","1408","3.672","66.4","15.5","8.9","3.6","2.1","1.0","0.2","0.7","",".",".","",".","0.6","1.0",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"252
COM DIS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","73","3.603","60.3","9.6","23.3","4.1","2.7",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","188","3.462","55.3","14.9","12.2","9.6","4.8","2.7","0.5",".","",".",".","",".",".",".",".",".","."
"Junior","","300","3.600","56.7","23.7","9.7","4.7","4.0","1.0",".","0.3","",".",".","",".",".",".",".",".","."
"Senior","","332","3.622","64.5","13.9","11.7","4.2","1.8","1.8","0.6",".","",".",".","",".","1.5",".",".",".","."
"Undergraduates","","893","3.578","59.6","17.0","12.1","5.5","3.2","1.6","0.3","0.1","",".",".","",".","0.6",".",".",".","."
"Special","","45","3.865","82.2","8.9","8.9",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","285","3.913","81.8","13.3",".","0.4",".",".",".","3.2","",".",".","",".","1.1","0.4",".",".","."
"Prof Yr 1","","63","3.750","73.0","15.9","7.9","1.6","1.6",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","76","3.793","72.4","15.8","10.5",".",".",".",".",".","",".",".","",".",".","1.3",".",".","."
"Prof Yr 3","","46","3.968","69.6","4.3",".",".",".",".",".",".","",".",".","",".",".","26.1",".",".","."
"Professionals","","185","3.823","71.9","13.0","7.0","0.5","0.5",".",".",".","",".",".","",".",".","7.0",".",".","."
"","Dept. Total","1408","3.672","66.4","15.5","8.9","3.6","2.1","1.0","0.2","0.7","",".",".","",".","0.6","1.0",".",".","."
