"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"540","001","","46","3.337","37.0","32.6","17.4","4.3","2.2","4.3","2.2",".",".",".",".",".",".",".",".","."
"540","002","","57","3.063","29.8","17.5","22.8","8.8","14.0","1.8","3.5","1.8",".",".",".",".",".",".",".","."
"Intro-Artificl Intelligence","Course Total","","103","3.186","33.0","24.3","20.4","6.8","8.7","2.9","2.9","1.0",".",".",".",".",".",".",".","."
"552
Intro-Computer Architecture","001","","17","2.719","17.6","5.9","35.3","11.8","11.8","5.9","5.9",".",".",".",".",".","5.9",".",".","."
"559
Computer Graphics","001","","37","3.443","35.1","24.3","24.3","10.8",".",".",".",".",".",".",".",".","5.4",".",".","."
"564
Database Mgt Systems","001","","70","3.404","51.4","11.4","24.3","4.3","7.1",".","1.4",".",".",".",".",".",".",".",".","."
"576
Introduction to Bioinformatics","001","","21","3.262","42.9","19.0","9.5","4.8","23.8",".",".",".",".",".",".",".",".",".",".","."
"577","001","","39","3.064","23.1","25.6","20.5","17.9","5.1","7.7",".",".",".",".",".",".",".",".",".","."
"577","002","","42","3.037","28.6","16.7","28.6","4.8","11.9","2.4","4.8",".",".",".",".",".",".",".","2.4","."
"Introduction to Algorithms","Course Total","","81","3.050","25.9","21.0","24.7","11.1","8.6","4.9","2.5",".",".",".",".",".",".",".","1.2","."
"638
Undergrad Topics-Computing","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"640
Intro to Computer Networks","001","","54","3.148","27.8","31.5","16.7","9.3","9.3","1.9","3.7",".",".",".",".",".",".",".",".","."
"642
Intro to Information Security","001","","26","3.500","57.7","15.4","3.8","7.7","3.8",".","3.8",".",".",".",".",".",".","7.7",".","."
"679
Computer Game Technology","001","","29","3.672","44.8","44.8","10.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","6","",".",".",".",".",".",".",".",".",".",".",".","66.7",".",".","33.3","."
"682","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"691
Senior Thesis","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692
Senior Thesis","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","8","3.900","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"701
Construction of Compilers","001","","27","3.327","33.3","44.4","7.4","3.7",".",".","7.4","3.7",".",".",".",".",".",".",".","."
"706
Analysis of Software Artifacts","001","","22","3.591","68.2","9.1","18.2",".",".",".","4.5",".",".",".",".",".",".",".",".","."
"707
Mobile and Wireless Networking","001","","18","4.000","94.4",".",".",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"710
Computational Complexity","001","","9","3.556","44.4","33.3","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"719
Stochastic Programming","001","","12","3.818","66.7","16.7","8.3",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"723
Dynamic Prog & Assoc Topics","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"726
Nonlinear Optimization I","001","","35","3.288","31.4","20.0","28.6","5.7","5.7","2.9",".",".",".",".",".",".",".",".","5.7","."
"736
Advanced Operating Systems","001","","19","4.000","94.7",".",".",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","8","3.000","25.0","25.0","37.5",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"February 03, 2012","","","","","","","","","","","","","","","","","","","Page 192 of 410",""
