"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"693","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"693","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"693","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Animal Behavior Problems","Course Total","","5","***","","","","","","","","","","","","","","","",""
"694","011","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","016","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","039","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","055","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","065","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs-Developmental Psych","Course Total","","49","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","003","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","006","","8","3.940","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","019","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","024","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","040","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","049","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"695","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"695","069","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Clinical Psychology","Course Total","","65","3.982","96.9","3.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","012","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"697","014","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","017","","52","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","020","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","022","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","023","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"697","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","037","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"697","044","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"697","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Problems in Human Behavior","Course Total","","125","3.997","99.2","0.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","069","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","20","3.941","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"701
Prosmr-Experimental Psych","001","","17","4.000","41.2",".",".",".",".",".",".",".",".",".",".","58.8",".",".",".","."
"703
Prosmr in Social Psychology","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Proseminar-Clinical Psych","001","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 03, 2012","","","","","","","","","","","","","","","","","","","Page 289 of 410",""
