"","990
004","4","***","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
007","5","***","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
009","2","***","","","","","","","","","",".",".",".","",".","",".",".","."
"Individual Research","Course Total","14","",".",".",".",".",".",".",".","100.0",".",".",".","",".","",".",".",".","."
"ITALIAN
508","Dept. Total","639","3.598","52.6","22.8","12.5","5.3","2.7","0.2","0.2","3.6",".",".",".","",".","",".",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","150","3.688","55.3","31.3","10.0","2.7","0.7",".",".",".",".",".",".","",".","",".",".",".","."
"Sophomore","","167","3.566","50.3","25.7","14.4","6.6","1.8",".","0.6","0.6",".",".",".","",".","",".",".",".","."
"Junior","","131","3.537","51.1","18.3","17.6","9.9","3.1",".",".",".",".",".",".","",".","",".",".",".","."
"Senior","","104","3.434","42.3","23.1","14.4","5.8","8.7","1.0",".","3.8",".",".",".","",".","",".",".",".","1.0"
"Undergraduates","","552","3.570","50.4","25.0","13.9","6.2","3.1","0.2","0.2","0.9",".",".",".","",".","",".",".",".","0.2"
"Special","","5","4.000","60.0",".",".",".",".",".",".","40.0",".",".",".","",".","",".",".",".","."
"Graduate","","81","3.894","67.9","8.6","3.7",".",".",".",".","19.8",".",".",".","",".","",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"","Dept. Total","639","3.598","52.6","22.8","12.5","5.3","2.7","0.2","0.2","3.6",".",".",".","",".","",".",".",".","0.2"
