"","999
013","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
014","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
020","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Reading & Rsch","Course Total","11","3.974","81.8","9.1",".",".",".",".",".",".","",".",".","",".","",".","9.1",".",".","."
"L I S
544","Dept. Total","795","3.785","72.7","18.4","5.2","0.6","0.8","0.4","0.4","0.8","",".",".","",".","",".","0.6",".",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","29","3.483","55.2","20.7","13.8",".","6.9",".","3.4",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","47","3.681","59.6","25.5","12.8",".",".","2.1",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","41","3.413","43.9","29.3","12.2","4.9","7.3",".","2.4",".","",".",".","",".","",".",".",".",".","."
"Senior","","34","3.473","50.0","29.4","8.8",".",".","5.9","2.9",".","",".",".","",".","",".",".",".",".","2.9"
"Undergraduates","","151","3.524","52.3","26.5","11.9","1.3","3.3","2.0","2.0",".","",".",".","",".","",".",".",".",".","0.7"
"Special","","22","3.750","68.2","13.6","18.2",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","622","3.872","77.8","16.6","3.1","0.5","0.2",".",".","1.0","",".",".","",".","",".","0.8",".",".","0.2"
"","Dept. Total","795","3.785","72.7","18.4","5.2","0.6","0.8","0.4","0.4","0.8","",".",".","",".","",".","0.6",".",".","0.3"
