"","990
057","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Dissertator Research&Thesis","Course Total","25","",".",".",".",".",".",".",".","80.0",".",".",".","20.0",".",".",".","."
"Advanced Independent Study","999
066","2","***","","","","","","","","","",".",".",".",".",".",".","."
"M E
612","Dept. Total","2573","3.187","30.2","19.7","21.3","9.5","8.1","1.8","1.2","4.3","0.0","0.0",".","3.0","0.7",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Freshmen","","17","3.360","52.9","11.8","11.8","17.6",".",".","5.9",".",".",".",".",".",".",".",".","."
"Sophomore","","244","3.093","28.7","23.4","20.9","10.7","10.2","2.5","2.5",".",".",".",".",".","1.2",".",".","."
"Junior","","504","3.006","21.4","21.4","27.4","13.9","11.5","2.6","1.6",".",".",".",".",".","0.2",".",".","."
"Senior","","1191","3.127","28.8","19.4","26.4","11.4","9.9","2.1","1.2","0.3",".",".",".",".","0.5",".",".","."
"Undergraduates","","1956","3.096","27.1","20.3","25.9","12.0","10.3","2.2","1.5","0.2",".",".",".",".","0.5",".",".","."
"Special","","48","3.250","43.8","27.1","6.3","4.2","4.2","6.3","4.2",".",".",".",".",".","2.1",".","2.1","."
"Graduate","","569","3.662","39.9","16.7","6.7","1.4","0.9",".","0.2","18.8","0.2","0.2",".","13.4","1.4",".","0.4","."
"Prof Yr 2","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","2575","3.187","30.3","19.7","21.2","9.5","8.1","1.8","1.2","4.3","0.0","0.0",".","3.0","0.7",".","0.1","."
