"","990
025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
035","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
036","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","17","",".",".",".",".",".",".",".","58.8",".",".",".","41.2",".",".",".","."
"ART HIST
180","Dept. Total","857","3.360","33.0","25.0","16.1","5.6","3.6","1.5","1.5","6.1","0.1",".",".","1.1","0.8","1.2","4.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","",""
"Freshmen","","96","3.473","36.5","33.3","19.8","5.2","2.1","2.1",".",".","1.0",".",".",".",".",".",".","."
"Sophomore","","175","3.263","30.9","30.3","21.1","6.9","5.1","1.1","2.9","0.6",".",".",".",".","1.1",".",".","."
"Junior","","158","3.249","34.8","23.4","21.5","6.3","7.0","3.2","2.5","0.6",".",".",".",".","0.6",".",".","."
"Senior","","217","3.275","28.1","31.3","19.8","9.7","4.1","1.4","1.4","2.3",".",".",".","0.9","0.5","0.5",".","."
"Undergraduates","","646","3.297","31.7","29.4","20.6","7.4","4.8","1.9","1.9","1.1","0.2",".",".","0.3","0.6","0.2",".","."
"Special","","94","3.404","8.5","3.2","2.1",".",".",".","1.1","35.1",".",".",".",".",".","9.6","40.4","."
"Graduate","","117","3.828","59.8","17.9","2.6",".",".","0.9",".","10.3",".",".",".","6.0","2.6",".",".","."
"","Dept. Total","857","3.360","33.0","25.0","16.1","5.6","3.6","1.5","1.5","6.1","0.1",".",".","1.1","0.8","1.2","4.4","."
