"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"MATHEMATICS","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","","","",""
"Methods of Applied Math 1","703","001","","27","3.796","81.5","3.7","11.1",".","3.7",".",".",".",".",".",".",".",".",".",".","."
"Theory of Elasticity","707","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"First Crse in Real Analysis","721","001","","22","3.222","31.8","18.2","18.2",".","4.5","9.1",".",".",".",".",".",".",".","4.5","13.6","."
"Nonlinear Optimization I","726","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Abstract Algebra","741","001","","24","3.833","79.2","8.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introductory Topology I","751","001","","13","3.923","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Differentiable Manifolds","761","001","","9","3.778","77.8","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Algebraic Geometry","763","001","","10","4.000","80.0",".",".",".",".",".",".",".",".",".",".",".","20.0",".",".","."
"Foundations of Mathematics","770","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Computability Theory","773","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Applied Math","801","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Partial Differential Equatn","819","001","","10","4.000","90.0",".",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Adv Topics-Complex Analysis","823","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Fourier Analysis","827","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Theory of Probability","831","001","","16","3.633","50.0","18.8","25.0",".",".",".",".",".",".",".",".",".",".","6.3",".","."
"Topics-Numerical Analysis","837","001","","8","4.000","87.5",".",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"Representation Theory","843","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Combinatorics","846","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Algebra","847","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Geometric Topology","851","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Topics in Geometry","865","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Topics in Foundations","873","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in Analysis","921","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Algebra","941","005","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fundamental Math Skills","95","001","","16","2.875","18.8","37.5","12.5",".","12.5","18.8",".",".",".",".",".",".",".",".",".","."
"Seminar in Topology","951","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","106","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990","116","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","123","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading and Research","","Course Total","","20","",".",".",".",".",".",".",".","80.0",".",".",".","20.0",".",".",".","."
