"","990
077","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"","990
078","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"","990
079","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","54","",".",".",".",".",".","",".","",".","83.3",".",".",".","16.7",".",".",".","."
"PATH-BIO
703","Dept. Total","805","3.610","47.6","22.7","11.6","2.4","1.2","",".","",".","12.3",".",".",".","1.4","0.1",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","3.829","81.8","9.1","4.5","4.5",".","",".","",".",".",".",".",".",".",".",".",".","."
"Sophomore","","9","3.575","55.6","22.2","22.2",".",".","",".","",".",".",".",".",".",".",".",".",".","."
"Junior","","18","3.676","66.7","16.7","11.1",".","5.6","",".","",".",".",".",".",".",".",".",".",".","."
"Senior","","21","3.669","71.4","14.3","4.8",".","9.5","",".","",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","70","3.696","71.4","14.3","8.6","1.4","4.3","",".","",".",".",".",".",".",".",".",".",".","."
"Special","","8","",".",".",".",".",".","",".","",".","100.0",".",".",".",".",".",".",".","."
"Graduate","","71","3.900","21.1","1.4","1.4",".",".","",".","",".","59.2",".",".",".","14.1",".",".","2.8","."
"Prof Yr 2","","577","3.582","50.4","29.8","14.9","3.1","1.2","",".","",".","0.3",".",".",".","0.2",".",".",".","."
"Prof Yr 3","","2","",".",".",".",".",".","",".","",".","100.0",".",".",".",".",".",".",".","."
"Prof Yr 4","","77","4.000","35.1",".",".",".",".","",".","",".","58.4",".",".",".",".","1.3",".","5.2","."
"Professionals","","656","3.591","48.5","26.2","13.1","2.7","1.1","",".","",".","7.5",".",".",".","0.2","0.2",".","0.6","."
"","Dept. Total","805","3.610","47.6","22.7","11.6","2.4","1.2","",".","",".","12.3",".",".",".","1.4","0.1",".","0.7","."
