"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","336","3.094","28.9","14.0","30.1","8.9","14.6","2.4","0.9","0.3",".",".",".",".",".",".",".","."
"","103
002","350","3.094","28.9","13.1","31.4","8.6","15.7","0.9","1.4",".",".",".",".",".",".",".",".","."
"","003
103","330","2.973","23.6","19.4","20.6","13.9","17.6","3.0","1.8",".",".",".",".",".",".",".",".","."
"","004
103","284","3.035","19.4","17.6","38.0","9.2","12.3","2.8","0.7",".",".",".",".",".",".",".",".","."
"","103
005","343","2.940","26.2","12.0","25.4","11.7","17.8","5.5","1.2",".",".",".",".",".","0.3",".",".","."
"","103
006","205","2.883","16.6","14.6","29.3","18.5","16.1","4.4","0.5",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","1848","3.011","24.6","15.0","28.9","11.4","15.7","3.1","1.1","0.1",".",".",".",".","0.1",".",".","."
"","104
001","339","2.716","20.4","7.4","28.0","7.7","25.7","7.4","2.7",".","0.6",".",".",".","0.3",".",".","."
"","104
002","86","2.791","17.4","9.3","36.0","7.0","22.1","7.0","1.2",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","425","2.731","19.8","7.8","29.6","7.5","24.9","7.3","2.4",".","0.5",".",".",".","0.2",".",".","."
"General Chemistry","108
001","198","3.053","24.2","18.7","28.8","11.1","11.1","5.1","0.5",".",".",".",".",".","0.5",".",".","."
"","109
001","331","3.254","28.1","24.2","26.9","15.1","4.5","0.9","0.3",".",".",".",".",".",".",".",".","."
"","109
002","288","3.215","32.3","25.3","13.9","19.1","6.6","1.0","1.7",".",".",".",".",".",".",".",".","."
"","003
109","82","3.360","37.8","19.5","23.2","15.9","3.7",".",".",".",".",".",".",".",".",".",".","."
"Advanced General Chemistry","Course Total","701","3.250","31.0","24.1","21.1","16.8","5.3","0.9","0.9",".",".",".",".",".",".",".",".","."
"Chemical Principles I","115
001","22","3.614","40.9","40.9","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
049","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
053","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
058","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
067","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
085","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","21","3.986","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","327
001","82","2.890","29.3","2.4","35.4","7.3","17.1","4.9","3.7",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","329
001","72","3.007","22.2","25.0","33.3","1.4","9.7","1.4","6.9",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","341
001","91","2.781","19.8","5.5","35.2","2.2","30.8","1.1","3.3","1.1",".",".",".",".",".","1.1",".","."
"","342
002","16","3.188","25.0","18.8","31.3","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
"","003
342","11","3.227","27.3","18.2","27.3","27.3",".",".",".",".",".",".",".",".",".",".",".","."
"Organic Chemistry Lab","Course Total","27","3.204","25.9","18.5","29.6","22.2","3.7",".",".",".",".",".",".",".",".",".",".","."
"","343
001","338","2.751","18.9","5.9","30.2","10.1","31.1","0.9","3.0",".",".",".",".",".",".",".",".","."
"","343
002","228","2.649","19.7","14.5","17.1","13.6","20.2","9.6","5.3",".",".",".",".",".",".",".",".","."
"","343
003","217","2.583","17.5","16.1","17.1","12.0","20.3","10.1","6.9",".",".",".",".",".",".",".",".","."
"","343
004","33","3.333","30.3","24.2","36.4",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","005
343","209","2.701","20.6","8.6","28.2","7.2","25.4","4.3","5.7",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","Course Total","1025","2.701","19.5","11.1","24.3","10.3","24.5","5.5","4.8",".",".",".",".",".",".",".",".","."
"","344
001","15","3.400","26.7","46.7","13.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
002","16","3.188","25.0","25.0","31.3","12.5",".","6.3",".",".",".",".",".",".",".",".",".","."
