"","991
012","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
013","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indiv Research-Slavic Lit","Course Total","16","",".",".",".",".",".",".",".","68.8",".",".",".","31.3",".",".",".","."
"SLAVIC
888","Dept. Total","367","3.642","60.5","17.7","7.1","3.0","2.5","0.3","0.8","5.4","0.3",".",".","1.4","0.5",".","0.3","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","",""
"Freshmen","","47","3.584","55.3","29.8","6.4","4.3",".",".","2.1",".",".",".",".",".",".",".",".","2.1"
"Sophomore","","58","3.522","55.2","24.1","8.6","6.9","3.4","1.7",".",".",".",".",".",".",".",".",".","."
"Junior","","80","3.680","70.0","18.8","3.8","1.3","2.5",".","2.5",".","1.3",".",".",".",".",".",".","."
"Senior","","82","3.548","54.9","18.3","14.6","4.9","4.9",".",".","1.2",".",".",".",".","1.2",".",".","."
"Undergraduates","","267","3.587","59.6","21.7","8.6","4.1","3.0","0.4","1.1","0.4","0.4",".",".",".","0.4",".",".","0.4"
"Special","","12","3.694","66.7",".","8.3",".","8.3",".",".","8.3",".",".",".",".",".",".","8.3","."
"Graduate","","87","3.902","62.1","8.0","2.3",".",".",".",".","20.7",".",".",".","5.7","1.1",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","367","3.642","60.5","17.7","7.1","3.0","2.5","0.3","0.8","5.4","0.3",".",".","1.4","0.5",".","0.3","0.3"
