"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","101
001","14","2.750","28.6","14.3","14.3","7.1","21.4","7.1","7.1",".",".",".",".",".",".",".",".","."
"","101
002","14","2.464","14.3","14.3","7.1","21.4","21.4","21.4",".",".",".",".",".",".",".",".",".","."
"","003
101","15","2.133","13.3","13.3","13.3","13.3","6.7","26.7","13.3",".",".",".",".",".",".",".",".","."
"","101
004","17","2.235","17.6","11.8","11.8","11.8","17.6","11.8","17.6",".",".",".",".",".",".",".",".","."
"Intermediate Algebra","Course Total","60","2.383","18.3","13.3","11.7","13.3","16.7","16.7","10.0",".",".",".",".",".",".",".",".","."
"","112
001","23","2.773","13.0","21.7","26.1","4.3","21.7","4.3","4.3",".",".",".",".",".",".","4.3",".","."
"","112
002","20","2.150","15.0",".","20.0","10.0","30.0","10.0","15.0",".",".",".",".",".",".",".",".","."
"","112
003","20","2.700","15.0",".","50.0",".","25.0","10.0",".",".",".",".",".",".",".",".",".","."
"","112
004","19","2.658","5.3","10.5","36.8","5.3","42.1",".",".",".",".",".",".",".",".",".",".","."
"","112
005","24","2.708","20.8","8.3","33.3",".","25.0","8.3","4.2",".",".",".",".",".",".",".",".","."
"","112
006","21","2.429","9.5","4.8","28.6","4.8","38.1","14.3",".",".",".",".",".",".",".",".",".","."
"","007
112","23","2.804","26.1",".","39.1","4.3","17.4","13.0",".",".",".",".",".",".",".",".",".","."
"","112
009","23","2.848","30.4","4.3","26.1",".","30.4","8.7",".",".",".",".",".",".",".",".",".","."
"","112
010","22","2.636","22.7","4.5","31.8","4.5","18.2","13.6","4.5",".",".",".",".",".",".",".",".","."
"","112
011","23","3.022","30.4","4.3","34.8",".","30.4",".",".",".",".",".",".",".",".",".",".","."
"","112
012","22","2.955","13.6","18.2","40.9",".","27.3",".",".",".",".",".",".",".",".",".",".","."
"","013
112","23","2.326","13.0","8.7","17.4","4.3","39.1","8.7","8.7",".",".",".",".",".",".",".",".","."
"","014
112","24","2.542","8.3","4.2","41.7","4.2","33.3","4.2","4.2",".",".",".",".",".",".",".",".","."
"","112
015","20","2.900","20.0","10.0","45.0",".","15.0","10.0",".",".",".",".",".",".",".",".",".","."
"","016
112","24","2.917","25.0","20.8","20.8","4.2","20.8","4.2","4.2",".",".",".",".",".",".",".",".","."
"","112
017","22","2.591","18.2","4.5","36.4","4.5","22.7","4.5","9.1",".",".",".",".",".",".",".",".","."
"","112
018","22","2.795","22.7","13.6","27.3",".","22.7","13.6",".",".",".",".",".",".",".",".",".","."
"","112
019","23","2.591","30.4",".","21.7",".","21.7","17.4","4.3",".",".",".",".",".",".",".","4.3","."
"","112
020","16","2.844","25.0","6.3","31.3",".","31.3","6.3",".",".",".",".",".",".",".",".",".","."
"","112
021","14","2.786","14.3",".","50.0",".","35.7",".",".",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","428","2.698","19.2","7.5","32.5","2.6","27.1","7.7","3.0",".",".",".",".",".",".","0.2","0.2","."
"","003
113","27","2.673","29.6","3.7","18.5","22.2","7.4",".","14.8","3.7",".",".",".",".",".",".",".","."
"","005
113","18","3.333","44.4","11.1","16.7","22.2","5.6",".",".",".",".",".",".",".",".",".",".","."
"","113
006","17","2.559","17.6","17.6","11.8","11.8","23.5","11.8","5.9",".",".",".",".",".",".",".",".","."
"","113
007","19","3.053","26.3","10.5","31.6","21.1","5.3","5.3",".",".",".",".",".",".",".",".",".","."
"","113
009","17","2.853","11.8","23.5","23.5","17.6","17.6","5.9",".",".",".",".",".",".",".",".",".","."
"","113
011","17","2.971","17.6","17.6","35.3","23.5",".",".","5.9",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","115","2.895","25.2","13.0","22.6","20.0","9.6","3.5","5.2","0.9",".",".",".",".",".",".",".","."
"","114
001","223","2.731","19.3","10.3","23.3","10.8","26.5","7.6","1.3",".","0.4",".",".",".","0.4",".",".","."
"","002
114","139","2.968","14.4","27.3","21.6","22.3","8.6","5.8",".",".",".",".",".",".",".",".",".","."
"Algebra and Trigonometry","Course Total","362","2.822","17.4","16.9","22.7","15.2","19.6","6.9","0.8",".","0.3",".",".",".","0.3",".",".","."
"","130
002","37","2.838","16.2","24.3","18.9","18.9","13.5","2.7","5.4",".",".",".",".",".",".",".",".","."
"","130
003","25","3.060","28.0","24.0","20.0","4.0","20.0",".","4.0",".",".",".",".",".",".",".",".","."
"Math for","Course Total","62","2.927","21.0","24.2","19.4","12.9","16.1","1.6","4.8",".",".",".",".",".",".",".",".","."
"","131
002","21","3.310","23.8","33.3","28.6","9.5","4.8",".",".",".",".",".",".",".",".",".",".","."
"","131
004","20","3.350","25.0","35.0","30.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"Math for Tchng:","Course Total","41","3.329","24.4","34.1","29.3","7.3","4.9",".",".",".",".",".",".",".",".",".",".","."
"","002
132","19","3.000","26.3","15.8","26.3","5.3","21.1","5.3",".",".",".",".",".",".",".",".",".","."
"","132
003","21","3.214","52.4","14.3",".","19.0",".","14.3",".",".",".",".",".",".",".",".",".","."
"","132
004","12","3.167","16.7","33.3","25.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"February 03, 2012","","","","","","","","","","","","","","","","","","Page 256 of 410",""
