"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","10539","3.249","38.1","14.8","18.2","7.0","8.0","1.9","0.8","5.9","0.1","1.3",".","2.6","1.2","0.1","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","1010","3.165","42.3","14.8","19.0","9.7","12.3","1.1","0.5",".",".",".",".",".","0.3","0.1",".","."
"Sophomore","","1160","3.073","35.5","15.1","19.2","9.5","13.1","3.5","1.4","0.1","0.1","1.6",".",".","0.7","0.2",".","0.1"
"Junior","","2254","3.109","33.7","15.3","23.2","9.1","12.3","3.2","1.1",".",".","1.3",".",".","0.8","0.0","0.0","0.0"
"Senior","","3766","3.301","40.4","17.2","20.4","7.4","7.0","1.9","0.8","0.3",".","1.9",".","0.7","2.0","0.1","0.1","0.0"
"Undergraduates","","8190","3.198","38.1","16.1","20.8","8.4","10.0","2.4","0.9","0.2","0.0","1.4",".","0.3","1.3","0.1","0.0","0.0"
"Special","","141","3.187","31.9","12.1","16.3","5.0","5.7","2.1","2.1","18.4",".",".",".",".",".","0.7","5.7","."
"Graduate","","2180","3.631","38.3","10.4","8.6","1.6","0.8",".","0.1","26.7","0.3","0.8",".","11.3","0.9",".","0.3","0.0"
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","4","3.833","50.0","25.0",".",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"Prof Yr 3","","16","3.806","50.0","25.0",".",".",".",".",".","18.8",".",".",".","6.3",".",".",".","."
"Prof Yr 4","","7","3.955","71.4","14.3",".",".",".",".",".",".",".",".",".","14.3",".",".",".","."
"Professionals","","28","3.853","57.1","21.4",".",".",".",".",".","14.3",".",".",".","7.1",".",".",".","."
"","College Total","10539","3.249","38.1","14.8","18.2","7.0","8.0","1.9","0.8","5.9","0.1","1.3",".","2.6","1.2","0.1","0.2","0.0"
