"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","",""
"DANCE PROGRAM","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","",""
"Workshop in Dance Activity","1","001","","39","3.921","84.6","10.3","2.6",".",".",".",".","2.6",".",".",".",".",".",".",".","."
"","11","001","","36","3.814","88.9","2.8",".",".","2.8",".","2.8","2.8",".",".",".",".",".",".",".","."
"","11","002","","33","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Modern Dance I","","Course Total","","69","3.882","89.9","5.8",".",".","1.4",".","1.4","1.4",".",".",".",".",".",".",".","."
"Modern Dance Technique I","111","001","","17","3.700","64.7","11.8","11.8","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"Ballet Technique I","125","001","","12","3.545","25.0","50.0","16.7",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"Ballet Technique I-B","126","001","","19","3.789","68.4","21.1","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Asian American Movement","153","001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dance Performance Workshop","155","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"World Dance Cultures","165","001","","29","3.810","72.4","17.2","10.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dance Production Laboratory","171","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"African Dance","177","001","","48","3.848","85.4",".","6.3",".","4.2",".",".","4.2",".",".",".",".",".",".",".","."
"Writing Dance Performance","200","001","","12","3.542","25.0","58.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ballet I","21","001","","24","3.976","83.3","4.2",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"","211","001","","20","3.744","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","211","002","","16","3.800","68.8","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Modern Dance Technique III","","Course Total","","36","3.768","63.9","27.8","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Modern Dance Technique IV","212","001","","14","3.692","57.1","28.6",".",".","7.1",".",".",".",".",".",".",".",".","7.1",".","."
"Ballet II","22","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","225","001","","15","3.731","66.7","20.0",".",".","6.7",".",".","6.7",".",".",".",".",".",".",".","."
"","225","002","","10","3.167","30.0","30.0","20.0",".",".",".","10.0","10.0",".",".",".",".",".",".",".","."
"Ballet Technique II","","Course Total","","25","3.586","52.0","24.0","8.0",".","4.0",".","4.0","8.0",".",".",".",".",".",".",".","."
"Music Fundamentals-Dancers","241","001","","9","3.611","44.4","44.4",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Move Comp-Perform/Visul Art","255","001","","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dance Hist I: Renaissance-50's","265","001","","21","3.905","95.2",".",".",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"African Dance Performance","277","001","","15","3.893","80.0","6.7","6.7",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"","31","001","","13","3.625","61.5","7.7","15.4",".","7.7",".",".","7.7",".",".",".",".",".",".",".","."
"","31","002","","14","3.607","64.3","7.1","21.4",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"Modern Jazz Dance","","Course Total","","27","3.615","63.0","7.4","18.5",".","7.4",".",".","3.7",".",".",".",".",".",".",".","."
"Modern Dance Technique V","311","001","","14","3.741","57.1","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Modern Dance Technique VI","312","001","","19","3.816","68.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ballet Technique III","325","001","","10","3.368","70.0","10.0",".",".",".","10.0","10.0",".",".",".",".",".",".",".",".","."
"Dynamics of Dance Therapy","331","001","","7","3.714","85.7",".",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Dance Composition II","355","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Teaching of Dance to Adults","372","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Project","","Course Total","","6","3.800","33.3","33.3",".",".",".",".",".","16.7",".",".",".",".","16.7",".",".","."
"","41","001","","40","3.816","75.0","15.0",".",".","5.0",".",".","5.0",".",".",".",".",".",".",".","."
"","41","002","","47","3.920","85.1","6.4",".",".","2.1",".",".","6.4",".",".",".",".",".",".",".","."
"","41","003","","38","3.909","78.9",".","7.9",".",".",".",".","13.2",".",".",".",".",".",".",".","."
"February 03, 2012","","","","","","","","","","","","","","","","","","","","Page 100 of 410",""
