"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","311
010","19","3.526","26.3","52.6","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","011
311","19","3.526","26.3","57.9","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","311
012","17","3.176","35.3","5.9","41.2","5.9","5.9","5.9",".",".",".",".",".",".",".",".",".","."
"","311
013","16","3.781","75.0","18.8",".",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","311
014","18","3.556","33.3","44.4","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
015","14","3.750","64.3","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","239","3.563","44.8","30.5","18.4","3.3","1.7","0.4",".","0.4",".",".",".",".",".",".","0.4","."
"","319
001","7","3.143","42.9","28.6","14.3",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"","319
002","23","3.804","65.2","30.4","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","319
003","24","3.583","54.2","16.7","20.8","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","319
004","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Span Lang Pract","Course Total","60","3.633","58.3","23.3","13.3","3.3",".",".","1.7",".",".",".",".",".",".",".",".","."
"","001
320","24","3.208","29.2","25.0","29.2","8.3","4.2",".","4.2",".",".",".",".",".",".",".",".","."
"","320
002","21","3.750","71.4","9.5","9.5",".","4.8",".",".","4.8",".",".",".",".",".",".",".","."
"","320
003","23","3.413","43.5","13.0","30.4","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","320
004","20","3.300","50.0","5.0","30.0","5.0","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"","005
320","21","3.119","28.6","28.6","14.3","14.3","4.8","9.5",".",".",".",".",".",".",".",".",".","."
"","320
006","25","3.326","44.0","20.0",".","16.0","8.0","4.0",".","8.0",".",".",".",".",".",".",".","."
"Spanish Phonetics","Course Total","134","3.347","44.0","17.2","18.7","9.0","5.2","2.2","1.5","2.2",".",".",".",".",".",".",".","."
"","322
001","19","3.474","52.6","31.6","5.3",".","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"","322
002","22","3.614","63.6","22.7","4.5",".","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"","322
003","22","3.568","45.5","31.8","13.6","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Early Hispanic Lit","Course Total","63","3.556","54.0","28.6","7.9","3.2","3.2","1.6","1.6",".",".",".",".",".",".",".",".","."
"Adv Lang Prac-Expos Writing","323
001","21","3.306","23.8","33.3","9.5","9.5","9.5",".",".","4.8",".",".",".",".","9.5",".",".","."
"","324
001","22","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","324
002","23","3.457","52.2","13.0","30.4",".",".",".","4.3",".",".",".",".",".",".",".",".","."
"Survey of Modern Spanish Lit","Course Total","45","3.656","66.7","11.1","20.0",".",".",".","2.2",".",".",".",".",".",".",".",".","."
"","325
001","23","3.565","34.8","43.5","21.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325
002","22","3.568","45.5","22.7","31.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
325","24","3.104","12.5","25.0","45.8","4.2","12.5",".",".",".",".",".",".",".",".",".",".","."
"","325
004","21","3.905","81.0","19.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325
005","22","3.455","54.5","9.1","18.2","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"Advanced Conversation","Course Total","112","3.509","44.6","24.1","24.1","2.7","4.5",".",".",".",".",".",".",".",".",".",".","."
"Survey of Spanish American Lit","326
001","13","3.625","61.5","7.7","15.4",".","7.7",".",".",".",".",".",".",".",".",".",".","7.7"
"","327
001","21","3.452","47.6","19.0","14.3","14.3","4.8",".",".",".",".",".",".",".",".",".",".","."
"","327
002","22","3.318","27.3","22.7","40.9","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","327
003","20","3.575","70.0","5.0",".","20.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"Intro to Spanish Linguistics","Course Total","63","3.444","47.6","15.9","19.0","12.7","4.8",".",".",".",".",".",".",".",".",".",".","."
"Spanish Applied Linguistics","331
001","19","3.658","57.9","21.1","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","361
001","21","3.775","66.7","14.3","14.3",".",".",".",".",".",".",".",".",".","4.8",".",".","."
"","002
361","23","3.523","34.8","39.1","17.4",".","4.3",".",".","4.3",".",".",".",".",".",".",".","."
"","361
003","21","3.214","28.6","28.6","23.8","4.8","9.5","4.8",".",".",".",".",".",".",".",".",".","."
"Spanish Civilization","Course Total","65","3.500","43.1","27.7","18.5","1.5","4.6","1.5",".","1.5",".",".",".",".","1.5",".",".","."
"Spanish Amer Civilization","001
363","11","2.450","27.3","9.1",".","18.2","18.2",".","18.2","9.1",".",".",".",".",".",".",".","."
