"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Pract in World Lang (K-12)","243
001","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Videogames & Learning","277
001","","79","3.778","65.8","24.1","10.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum-Secondary Sci Ed","290
001","","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practm-Secondry Sch English","296
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","305
001","","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
002","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
003","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
004","","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Rdg & Other Lang Arts","Course Total","","51","3.951","90.2","9.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
002","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
003","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Art and Design in Teaching","Course Total","","47","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Choral Music-Sec Schl","332
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Gen Music-Elem School","333
001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Instrum Music-Elem","335
001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum in Teaching Music","Course Total","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Educ Practicum One","340
001","","46","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Teaching World Languages (K-8)","342
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching World Languages(6-12)","343
001","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"","354
001","","21","3.833","85.7","4.8","4.8",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","354
002","","24","3.958","95.8",".","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Music","Course Total","","45","3.900","91.1","2.2","4.4",".","2.2",".",".",".",".",".",".",".",".",".",".","."
"Pract: Soc Studies-Sec Schl","358
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practicum in Math-Sec Schl","361
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","362
001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
003","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","362
005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Drama in Education","Course Total","","32","3.984","96.9","3.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
001","","21","3.929","90.5","4.8","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
002","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Education","Course Total","","48","3.969","95.8","2.1","2.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","367
001","","44","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem Teaching Practicum II","Course Total","","48","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","368
001","","23","3.935","87.0","13.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","368
002","","25","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Teaching of Reading","Course Total","","48","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
