"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","8938","3.491","41.7","16.4","14.6","2.1","2.3","0.8","0.4","15.6","0.0","3.0",".","1.8","0.4","0.0","0.9","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","30","3.500","66.7","3.3","23.3",".","3.3","3.3",".",".",".",".",".",".",".",".",".","."
"Sophomore","","273","2.908","38.1","9.5","24.5","5.9","9.9","8.8","2.6",".",".",".",".",".","0.4",".","0.4","."
"Junior","","765","3.277","53.1","13.5","17.0","3.3","8.5","2.9","1.2",".",".","0.1",".",".","0.3","0.1","0.1","."
"Senior","","1444","3.481","59.1","14.6","15.1","2.8","4.2","1.4","0.8","0.3",".","0.3",".","0.6","0.2",".","0.5","."
"Undergraduates","","2512","3.343","55.1","13.6","16.8","3.2","6.1","2.7","1.1","0.2",".","0.2",".","0.4","0.2","0.0","0.4","."
"Special","","177","3.362","49.7","16.9","14.7","3.4","2.3","2.3","2.3","4.0",".",".",".",".","1.7",".","2.8","."
"Graduate","","1647","3.729","41.0","11.8","5.6","0.7","0.5",".","0.1","27.5","0.1","3.2",".","8.4","0.4","0.1","0.4","."
"Prof Yr 1","","1508","3.398","17.3","11.2","6.9","0.8","1.9","0.2","0.1","57.6",".","3.1",".",".","0.2",".","0.7","."
"Prof Yr 2","","1575","3.524","38.2","23.4","25.3","4.0","0.5",".","0.2","2.3",".","4.8",".","0.1","0.3",".","1.0","."
"Prof Yr 3","","546","3.414","23.1","33.7","30.0","1.1","0.4",".",".","0.7",".","7.5",".","0.4","0.2",".","2.2","0.7"
"Prof Yr 4","","1004","3.771","61.9","17.8","9.5","0.6","0.1",".","0.1","2.1",".","4.2",".","0.6","1.3",".","1.7","0.2"
"Professionals","","4633","3.545","34.7","19.4","16.4","1.9","0.9","0.1","0.1","20.1",".","4.4",".","0.2","0.5",".","1.2","0.1"
"","College Total","8969","3.491","41.9","16.3","14.5","2.1","2.3","0.8","0.4","15.5","0.0","2.9",".","1.8","0.4","0.0","0.8","0.1"
