"BUS","","","","","","","","","","","","","","","","","","","","","",""
"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","","",""
"GEN BUS
231","Dept. Total","1529","3.327","32.4","22.5","30.0","3.9","7.5","0.9","0.2","0.7","0.1","1.4","",".","",".","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","13","3.731","61.5","23.1","15.4",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","218","3.506","45.4","23.9","19.7","2.8","6.0","1.4",".",".",".","0.9","",".","",".","",".",".",".","."
"Junior","","377","3.326","36.9","21.5","24.9","4.2","9.8","1.1","0.5","0.3",".","0.8","",".","",".","",".",".",".","."
"Senior","","691","3.193","25.5","15.5","39.2","5.4","9.3","0.9","0.1","1.4","0.1","2.5","",".","",".","",".",".","0.1","."
"Undergraduates","","1299","3.291","32.5","18.7","31.6","4.5","8.8","1.0","0.2","0.8","0.1","1.7","",".","",".","",".",".","0.1","."
"Special","","8","3.357","25.0","12.5","50.0",".",".",".",".",".",".",".","",".","",".","",".",".","12.5","."
"Graduate","","219","3.552","32.4","45.2","20.1",".","0.5",".",".",".",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","2","3.250",".","50.0","50.0",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Professionals","","3","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1529","3.327","32.4","22.5","30.0","3.9","7.5","0.9","0.2","0.7","0.1","1.4","",".","",".","",".",".","0.1","."
