"","999
061","1","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
203","1","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
207","4","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","39","3.972","71.8",".","2.6",".",".","",".","",".","10.3","",".",".","",".",".","5.1",".","10.3","."
"ELPA
305","Dept. Total","459","3.936","62.1","4.1","1.7",".","0.2","",".","",".","20.3","",".",".","",".","2.2","7.2",".","2.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","3","4.000","66.7",".",".",".",".","",".","",".",".","",".",".","",".",".","33.3",".",".","."
"Undergraduates","","4","4.000","75.0",".",".",".",".","",".","",".",".","",".",".","",".",".","25.0",".",".","."
"Special","","29","3.940","79.3","3.4","3.4",".",".","",".","",".","3.4","",".",".","",".",".","10.3",".",".","."
"Graduate","","427","3.934","59.0","4.2","1.6",".","0.2","",".","",".","21.5","",".","1.9","",".","2.3","6.8",".","2.3","."
"Prof Yr 2","","3","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","4","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","7","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","467","3.936","61.0","4.1","1.7",".","0.2","",".","",".","19.9","",".","1.7","",".","2.1","7.1",".","2.1","."
