"SOCIOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","",""
"699","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","081","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","258","3.995","97.3","1.2",".",".",".",".",".",".",".",".",".",".","1.6",".",".","."
"700
Intro Prosmr-Grad Students","001","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"724
Intermed Political Sociol","001","","7","3.833","57.1","28.6",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"751
Survey Methods-Social Rsch","001","","26","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"754
Qual Research Methods-Sociol","001","","14","4.000","92.9",".",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"797
Introduction to Epidemiology","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"901
Smr: Topics in Current Soc","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"915
Seminar-Sociological Theory","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"919
Smr:Topics in Economic Soc","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"922
Smr-Race & Ethnic Relations","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"924
Seminar-Political Sociology","001","","16","4.000","31.3",".",".",".",".",".",".","6.3",".",".",".",".","62.5",".",".","."
"925
Soc-Econ Chng-Underdev Area","001","","10","3.833","20.0","10.0",".",".",".",".",".","20.0",".",".",".",".","50.0",".",".","."
"952
Math&Stat Applications-Soc","002","","16","3.594","43.8","37.5","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"971
Smr:Topics-Demography&Ecol","001","","10","3.833","60.0","30.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"982
Smr-Latin American Area","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"983
Research: Economic Sociology","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"984
Rsch:Sociol of Gender Trainees","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"985
Rsch:Comm & Environmental Soc","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"987
Rsch: Race & Ethnic Studies","001","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","015","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","054","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","058","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","066","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","071","","3","***","","","","","","","","","",".",".",".",".",".",".","."
