"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","",""
"MILITARY SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"","101
001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
002","","20","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
003","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
004","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of Officership","Course Total","","73","3.986","97.3","2.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 1A","110
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","","23","3.826","73.9","17.4","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
002","","22","3.773","59.1","36.4","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Leadership Studies","Course Total","","46","3.804","67.4","26.1","6.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 2A","210
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Problem Solving","301
001","","15","3.833","86.7","6.7",".",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 3A","310
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Management","401
001","","17","3.794","82.4",".","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 4A","410
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"American Military History","491
001","","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"MIL SCI
644","Dept. Total","","213","3.889","89.2","7.0","2.8","0.5","0.5",".",".",".",".",".",".",".",".",".",".","."
