"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","","","","","","",""
"LAW","College Total","3350","1.246","9.6","0.1","11.4","",".","0.9","",".","0.1","33.3","",".",".","",".","",".","0.1","0.0","0.0","7.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"LAW","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"Special","","17","1.765","17.6","11.8","17.6","",".","5.9","",".","23.5",".","",".",".","",".","",".",".",".",".","."
"Graduate","","5","***","","","","","","","","","","","","",".","",".","",".",".",".","20.0","."
"Prof Yr 1","","900","1.178","12.4",".","21.4","",".","0.9","",".",".",".","",".",".","",".","",".",".",".",".","0.1"
"Prof Yr 2","","1256","1.298","9.2",".","8.3","",".","0.7","",".",".","42.5","",".",".","",".","",".","0.2",".",".","9.2"
"Prof Yr 3","","1004","1.228","6.5",".","4.5","",".","0.5","",".",".","55.5","",".",".","",".","",".","0.2","0.1",".","11.5"
"Prof Yr 4","","168","1.482","13.7",".","21.4","",".","4.2","",".",".","13.1","",".",".","",".","",".",".",".",".","0.6"
"Professionals","","3328","1.239","9.5",".","11.4","",".","0.9","",".",".","33.4","",".",".","",".","",".","0.1","0.0",".","7.0"
"","College Total","3350","1.246","9.6","0.1","11.4","",".","0.9","",".","0.1","33.3","",".",".","",".","",".","0.1","0.0","0.0","7.0"
